ID,qc1,qc2,qc3,qc4,qc5,qc6,qc7,qc8,qc9,qc10,qc11,qc12,qc13,qc14,qc15,qc16,qc17,qc18,qc19,qc20,qc21,qc22,qc23,qc24,qc25,qc26,qc27,qc28,qc29,qc30,qc31,qc32,qc33,qc34,qc35,qc36,qc37,qc38,qc39,qc40,qc41,qc42,qc43,qc44,qc45,qc46,qc47,qc48,qc49,qc50,qcTIME,cclassOverF,cclassOverU,cclassAllF,cclassAllU,cclassPIF,cclassPIU,cclassRWF,cclassRWU,cclassGenF,cclassGenU,cclassConF,cclassConU,cclassSophF,cclassSophU,cclassSEF,cclassSEU,cclassCCF,cclassCCU,cclassCLF,cclassCLU,cclassPerF,cclassPerU
150003655,2,4,5,4,5,1,1,4,5,2,5,2,2,2,1,2,5,5,5,5,2,4,1,2,4,2,2,4,4,4,4,5,4,2,1,2,4,1,1,4,2,1,2,2,4,4,1,2,2,1,12/6/13 22:54,68.88888889,31.11111111,69.44444444,30.55555556,33.33333333,66.66666667,25,75,90,10,100,0,85.71428571,14.28571429,55.55555556,44.44444444,85.71428571,14.28571429,85.71428571,14.28571429,83.33333333,16.66666667
149009223,4,2,5,4,3,3,2,2,5,5,4,2,4,5,1,3,3,4,4,4,3,5,4,3,4,3,3,3,3,3,4,2,2,4,3,3,4,3,4,4,3,4,3,3,4,3,2,2,4,2,12/6/13 22:56,42.22222222,20,41.66666667,13.88888889,50,0,25,0,70,0,100,0,42.85714286,14.28571429,44.44444444,0,42.85714286,14.28571429,42.85714286,28.57142857,16.66666667,33.33333333
150007771,5,5,4,4,4,4,5,3,4,4,4,4,5,5,4,4,5,5,5,4,3,5,5,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,12/6/13 22:59,53.33333333,44.44444444,58.33333333,38.88888889,100,0,75,25,60,30,75,25,28.57142857,71.42857143,55.55555556,33.33333333,0,100,0,100,100,0
139000015,4,2,4,3,3,5,3,3,3,4,2,4,3,4,2,2,2,3,2,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/6/13 23:01,6.666666667,28.88888889,2.777777778,30.55555556,0,16.66666667,0,0,10,10,0,25,0,42.85714286,0,11.11111111,14.28571429,28.57142857,0,71.42857143,0,50
152004751,1,3,1,1,5,5,1,1,3,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/7/13 0:05,6.666666667,6.666666667,8.333333333,5.555555556,0,16.66666667,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,14.28571429,42.85714286,14.28571429,0,0
152003296,2,4,4,4,5,3,1,3,2,5,4,4,5,4,3,5,5,4,3,3,2,4,3,3,3,3,4,4,5,4,4,3,4,4,1,4,1,2,3,4,1,3,4,5,4,4,2,1,5,2,12/7/13 0:18,73.33333333,4.444444444,77.77777778,2.777777778,100,0,100,0,80,0,75,0,57.14285714,0,77.77777778,0,57.14285714,0,42.85714286,14.28571429,100,0
151000452,2,2,3,2,3,2,3,3,3,4,4,2,3,4,4,3,3,4,5,2,3,4,3,3,3,2,3,3,2,4,4,3,5,3,3,3,3,3,2,4,3,4,3,3,2,4,3,3,4,2,12/7/13 3:03,35.55555556,13.33333333,38.88888889,11.11111111,0,16.66666667,0,0,60,10,75,0,42.85714286,0,44.44444444,0,28.57142857,14.28571429,42.85714286,0,33.33333333,33.33333333
152005692,5,5,5,5,3,3,3,3,4,2,3,4,3,4,3,3,3,2,3,3,4,2,3,4,2,3,4,2,3,2,4,4,2,3,4,3,2,3,4,2,3,4,3,2,4,3,2,4,3,3,12/7/13 9:01,20,35.55555556,19.44444444,30.55555556,16.66666667,16.66666667,0,0,10,50,25,50,28.57142857,42.85714286,22.22222222,22.22222222,14.28571429,14.28571429,28.57142857,42.85714286,16.66666667,33.33333333
150009335,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/7/13 10:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152007297,5,2,3,1,3,4,3,3,4,4,1,4,4,5,4,1,2,3,4,4,4,3,3,3,3,5,3,1,1,3,4,0,4,1,5,1,1,4,4,3,0,1,1,4,3,3,4,1,3,5,12/7/13 10:32,13.95348837,55.81395349,17.14285714,57.14285714,16.66666667,83.33333333,0,100,10,50,25,25,0,57.14285714,22.22222222,44.44444444,14.28571429,57.14285714,0,57.14285714,33.33333333,66.66666667
153000959,4,4,5,3,4,2,3,3,4,2,3,5,2,5,4,3,5,4,4,5,3,4,2,3,5,4,5,5,4,4,3,5,4,3,5,4,5,5,3,5,5,3,4,4,4,5,3,3,5,4,12/7/13 11:52,44.44444444,33.33333333,44.44444444,27.77777778,33.33333333,16.66666667,50,25,60,20,75,0,42.85714286,28.57142857,33.33333333,33.33333333,14.28571429,57.14285714,14.28571429,42.85714286,83.33333333,0
,4,2,3,1,5,3,4,2,3,5,2,3,4,5,2,1,3,4,5,1,5,1,1,4,5,1,5,1,1,5,4,1,5,5,1,3,2,1,4,3,2,4,2,4,2,3,2,3,4,3,12/7/13 12:31,44.44444444,33.33333333,44.44444444,33.33333333,33.33333333,50,50,25,60,20,75,0,14.28571429,42.85714286,66.66666667,11.11111111,42.85714286,28.57142857,14.28571429,57.14285714,33.33333333,50
152000653,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,5,1,3,4,2,4,5,2,4,3,2,3,4,0,1,1,12/7/13 12:40,9.090909091,20.45454545,11.42857143,20,0,33.33333333,25,75,20,20,25,25,28.57142857,14.28571429,0,37.5,14.28571429,14.28571429,0,14.28571429,16.66666667,0
153002432,3,4,5,1,4,2,3,3,4,5,3,4,4,5,2,1,2,4,4,4,3,3,3,3,3,2,4,1,1,3,4,3,4,3,3,2,3,3,3,3,5,2,2,3,3,3,3,5,3,3,12/7/13 12:51,22.22222222,31.11111111,25,30.55555556,16.66666667,66.66666667,0,75,30,10,50,0,14.28571429,14.28571429,33.33333333,22.22222222,28.57142857,0,14.28571429,14.28571429,33.33333333,33.33333333
150008235,5,1,2,1,4,5,5,5,5,3,2,5,4,4,2,1,1,2,2,3,5,3,4,5,2,2,3,1,1,3,4,2,4,3,2,2,3,1,3,2,5,1,1,3,3,1,5,3,3,5,12/7/13 13:02,17.77777778,60,16.66666667,63.88888889,16.66666667,66.66666667,0,75,10,70,0,100,14.28571429,85.71428571,33.33333333,33.33333333,28.57142857,57.14285714,14.28571429,85.71428571,16.66666667,66.66666667
151008546,4,4,4,5,5,3,3,4,4,5,4,3,4,5,3,4,3,4,4,3,2,4,2,3,4,4,4,4,4,4,4,4,4,5,1,4,3,3,3,3,1,2,3,4,4,4,4,2,4,2,12/7/13 13:08,57.77777778,17.77777778,58.33333333,13.88888889,100,0,75,0,70,10,50,25,28.57142857,28.57142857,66.66666667,22.22222222,14.28571429,0,0,42.85714286,83.33333333,0
151001951,4,3,5,2,5,2,3,2,4,3,2,5,5,4,3,3,3,5,4,2,2,3,3,4,2,5,2,4,3,5,2,2,3,4,3,3,5,4,1,1,4,3,2,4,3,5,4,3,4,3,12/7/13 13:08,33.33333333,33.33333333,33.33333333,36.11111111,50,16.66666667,25,50,60,20,50,50,42.85714286,42.85714286,44.44444444,33.33333333,14.28571429,42.85714286,28.57142857,57.14285714,16.66666667,16.66666667
152004066,3,3,3,3,3,3,3,3,3,4,4,1,4,4,1,4,4,4,4,3,3,3,1,1,3,3,3,3,3,3,4,4,3,3,3,3,4,4,1,3,3,4,4,4,4,3,1,3,3,3,12/7/13 13:29,33.33333333,8.888888889,36.11111111,5.555555556,33.33333333,0,25,0,40,0,75,0,28.57142857,0,22.22222222,11.11111111,28.57142857,28.57142857,42.85714286,0,50,0
151002990,5,4,4,2,2,4,3,3,4,2,3,5,4,5,4,2,2,4,2,4,4,4,3,4,4,2,4,1,4,3,4,3,4,2,5,2,4,4,2,2,3,2,2,4,4,4,4,2,3,4,12/7/13 13:41,28.88888889,55.55555556,27.77777778,58.33333333,16.66666667,83.33333333,0,75,10,70,25,75,0,100,55.55555556,33.33333333,0,85.71428571,0,85.71428571,66.66666667,16.66666667
151004402,5,3,3,1,5,2,4,3,5,4,4,5,4,4,3,1,3,4,2,5,4,4,5,4,3,3,4,1,4,5,4,5,5,3,3,5,3,2,5,4,1,5,4,3,3,5,2,3,4,2,12/7/13 13:53,42.22222222,31.11111111,50,25,33.33333333,50,75,0,60,30,75,25,57.14285714,28.57142857,66.66666667,11.11111111,42.85714286,28.57142857,28.57142857,57.14285714,50,0
151004084,1,4,1,3,1,1,3,3,4,5,5,4,5,1,2,2,4,4,3,5,1,3,2,4,3,2,5,4,4,4,4,3,4,4,1,5,1,1,5,4,3,2,3,5,4,4,2,1,4,2,12/7/13 13:55,66.66666667,15.55555556,72.22222222,11.11111111,66.66666667,16.66666667,50,0,90,0,75,0,71.42857143,14.28571429,88.88888889,11.11111111,71.42857143,14.28571429,42.85714286,28.57142857,100,0
150007185,4,4,4,4,4,3,4,3,4,5,3,3,4,4,3,4,4,4,4,4,2,4,3,3,3,2,4,4,4,4,4,4,4,4,3,3,3,2,3,4,2,2,3,4,3,4,3,2,3,2,12/7/13 14:20,53.33333333,15.55555556,61.11111111,8.333333333,83.33333333,0,50,0,70,0,75,0,42.85714286,0,77.77777778,11.11111111,28.57142857,14.28571429,0,28.57142857,83.33333333,0
150007622,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/7/13 15:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150004959,4,3,5,3,4,2,2,3,5,5,0,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,3,3,3,3,3,0,5,5,5,5,5,5,5,12/7/13 15:18,18.60465116,13.95348837,17.64705882,14.70588235,16.66666667,0,0,0,10,20,0,25,14.28571429,28.57142857,33.33333333,11.11111111,28.57142857,28.57142857,28.57142857,28.57142857,20,0
150004407,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/7/13 15:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152008936,3,3,3,2,3,4,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,0,3,3,1,5,3,4,3,4,3,5,4,1,4,0,3,3,3,3,3,3,3,3,3,3,3,3,2,12/7/13 15:33,20.93023256,6.976744186,22.85714286,8.571428571,33.33333333,16.66666667,50,0,10,10,0,25,14.28571429,14.28571429,22.22222222,0,33.33333333,16.66666667,14.28571429,14.28571429,33.33333333,0
153003738,4,1,3,1,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,5,4,3,3,1,3,1,3,1,1,1,3,3,3,3,4,3,4,3,4,3,1,3,1,1,2,1,3,1,3,3,12/7/13 15:37,8.888888889,33.33333333,11.11111111,30.55555556,0,33.33333333,25,25,0,30,0,0,14.28571429,14.28571429,22.22222222,22.22222222,14.28571429,14.28571429,14.28571429,14.28571429,0,50
152009958,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12/7/13 15:38,44.44444444,55.55555556,41.66666667,58.33333333,0,100,25,75,40,60,25,75,71.42857143,28.57142857,44.44444444,55.55555556,100,0,100,0,0,100
150007943,5,2,5,4,5,5,4,3,5,4,5,5,5,5,4,5,3,5,4,3,5,5,3,5,5,3,5,3,2,4,4,5,4,4,5,0,5,4,5,3,2,4,0,4,5,4,3,2,4,4,12/7/13 15:56,44.18604651,39.53488372,47.05882353,38.23529412,80,0,NA,NA,40,30,50,0,0,57.14285714,66.66666667,22.22222222,0,100,0,85.71428571,50,33.33333333
152004542,4,3,3,3,4,4,3,3,4,3,3,4,3,5,3,3,3,2,3,4,3,3,2,4,4,2,3,3,3,4,4,3,4,3,2,3,3,2,4,3,3,2,3,4,3,4,4,2,3,3,12/7/13 15:58,20,24.44444444,19.44444444,22.22222222,0,0,0,0,10,20,0,50,0,57.14285714,44.44444444,11.11111111,14.28571429,28.57142857,0,85.71428571,33.33333333,0
149009694,2,3,3,2,4,4,4,4,2,3,3,4,2,3,3,2,4,4,4,4,3,3,3,3,3,4,2,2,2,4,3,4,3,3,3,3,3,4,2,4,4,4,2,4,4,2,2,2,3,3,12/7/13 16:00,26.66666667,35.55555556,27.77777778,38.88888889,0,66.66666667,0,50,50,10,100,0,28.57142857,28.57142857,22.22222222,55.55555556,0,42.85714286,28.57142857,42.85714286,33.33333333,16.66666667
151004832,5,3,4,4,5,5,2,3,5,5,4,3,5,5,2,4,5,4,5,5,4,5,3,3,4,1,4,5,4,5,3,5,4,2,4,4,4,1,4,3,2,4,3,3,4,3,2,5,4,4,12/7/13 16:04,53.33333333,28.88888889,58.33333333,22.22222222,83.33333333,16.66666667,50,25,70,20,75,0,28.57142857,42.85714286,66.66666667,22.22222222,42.85714286,42.85714286,28.57142857,42.85714286,66.66666667,0
154004168,5,5,5,0,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,5,5,4,4,5,5,2,12/7/13 16:04,53.48837209,46.51162791,58.82352941,41.17647059,100,0,66.66666667,33.33333333,70,30,75,25,42.85714286,57.14285714,55.55555556,44.44444444,14.28571429,85.71428571,0,100,100,0
150004466,5,3,4,3,5,3,2,2,5,1,3,2,4,3,3,3,4,4,3,3,4,2,4,2,4,2,2,3,4,3,4,3,4,4,2,4,3,4,3,4,3,2,3,4,5,3,2,3,2,2,12/7/13 16:26,40,22.22222222,41.66666667,19.44444444,50,0,50,0,40,20,75,0,57.14285714,14.28571429,22.22222222,55.55555556,42.85714286,14.28571429,57.14285714,28.57142857,66.66666667,0
153004719,4,4,5,4,3,2,2,1,4,4,5,2,4,2,2,4,5,5,4,3,2,5,2,1,3,2,5,4,5,4,4,3,4,4,1,5,2,1,4,5,1,4,3,5,4,4,1,2,4,2,12/7/13 16:38,86.66666667,4.444444444,91.66666667,2.777777778,100,0,75,0,100,0,100,0,85.71428571,0,100,0,100,0,71.42857143,14.28571429,100,0
144001395,4,4,4,3,4,2,2,4,4,4,4,2,4,2,2,4,4,4,4,4,2,4,2,2,4,2,4,4,4,2,4,4,4,4,2,4,2,2,4,4,2,4,4,4,2,4,2,4,4,2,12/7/13 17:09,80,17.77777778,86.11111111,11.11111111,83.33333333,0,100,0,90,10,100,0,85.71428571,14.28571429,88.88888889,11.11111111,100,0,71.42857143,28.57142857,100,0
151002792,4,4,4,4,4,2,2,2,4,4,2,2,4,5,1,4,4,4,4,2,3,4,4,2,3,2,4,3,2,5,4,4,5,4,2,4,2,2,4,4,2,4,4,4,2,4,1,2,2,1,12/7/13 17:11,73.33333333,20,80.55555556,11.11111111,83.33333333,0,100,0,70,10,100,0,71.42857143,0,77.77777778,11.11111111,100,0,71.42857143,14.28571429,66.66666667,33.33333333
152009223,3,4,4,3,3,3,3,3,4,4,3,3,3,4,3,3,3,4,3,3,3,2,3,3,3,2,3,2,3,3,4,4,3,3,3,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,12/7/13 17:21,15.55555556,13.33333333,16.66666667,5.555555556,16.66666667,16.66666667,25,25,20,10,50,0,14.28571429,14.28571429,11.11111111,0,0,0,0,0,33.33333333,0
152003016,2,3,4,2,3,3,2,3,3,4,3,3,5,5,3,4,3,3,3,3,2,2,2,3,3,3,3,2,3,3,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,12/7/13 17:38,17.77777778,11.11111111,16.66666667,8.333333333,33.33333333,50,0,25,20,10,0,0,14.28571429,14.28571429,22.22222222,0,28.57142857,0,28.57142857,0,0,0
150009154,4,3,4,2,3,4,3,3,5,2,3,3,1,5,4,1,2,4,3,4,5,1,5,5,4,4,2,1,0,2,4,1,4,1,3,2,4,4,3,3,4,1,1,3,3,2,4,3,4,5,12/7/13 18:17,11.36363636,65.90909091,8.571428571,68.57142857,0,100,0,100,20,60,25,25,0,85.71428571,11.11111111,77.77777778,0,85.71428571,0,71.42857143,20,20
150002848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/7/13 18:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151000111,4,5,4,4,4,2,3,2,4,4,4,3,4,2,2,4,4,4,5,4,3,4,2,2,4,3,4,4,4,4,4,3,4,4,3,0,3,0,4,4,2,4,4,4,4,4,3,2,5,2,12/7/13 18:47,72.09302326,9.302325581,76.47058824,5.882352941,100,0,100,0,80,0,75,0,71.42857143,14.28571429,75,0,66.66666667,0,28.57142857,28.57142857,100,0
152001882,2,4,4,4,5,2,2,4,4,4,4,2,5,4,2,4,4,4,4,2,3,4,4,2,4,2,5,3,4,4,4,4,4,4,2,4,2,2,3,4,2,4,3,4,4,4,2,2,4,2,12/7/13 19:00,82.22222222,11.11111111,88.88888889,2.777777778,83.33333333,0,75,0,80,0,100,0,71.42857143,14.28571429,88.88888889,0,100,0,85.71428571,14.28571429,100,0
145006062,5,2,3,1,2,5,5,4,4,2,1,5,5,5,5,1,1,3,2,5,5,5,5,5,5,3,5,1,1,1,5,0,2,1,5,2,5,5,2,3,5,1,2,2,3,2,4,5,4,5,12/7/13 20:51,9.090909091,79.54545455,8.333333333,83.33333333,16.66666667,83.33333333,0,100,10,70,0,50,0,85.71428571,33.33333333,55.55555556,0,100,0,100,0,100
152009078,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/7/13 20:56,2.272727273,4.545454545,2.777777778,2.777777778,16.66666667,0,0,0,0,10,0,0,0,0,11.11111111,0,0,14.28571429,0,0,0,0
151003766,4,3,4,3,4,4,2,3,5,4,3,3,4,2,2,3,4,4,5,3,3,4,3,3,4,2,4,3,3,4,4,3,4,3,2,5,2,1,2,4,2,3,3,4,2,4,1,1,4,3,12/7/13 21:17,53.33333333,11.11111111,55.55555556,8.333333333,33.33333333,0,50,0,70,0,100,0,28.57142857,28.57142857,77.77777778,0,57.14285714,14.28571429,28.57142857,42.85714286,50,0
151004386,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/7/13 21:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5,2,1,5,4,3,4,1,4,5,4,5,1,1,2,5,5,2,4,5,1,5,5,5,5,2,2,4,5,1,4,5,4,1,2,3,5,1,0,2,3,3,3,3,2,1,5,3,2,5,12/7/13 22:00,33.33333333,51.11111111,33.33333333,47.22222222,50,33.33333333,0,25,40,60,25,75,14.28571429,71.42857143,33.33333333,44.44444444,28.57142857,57.14285714,0,85.71428571,66.66666667,16.66666667
152001458,2,2,4,4,5,2,1,3,4,2,2,2,5,2,1,5,4,4,5,2,2,4,2,1,2,1,4,3,2,5,4,3,5,4,2,4,2,1,3,4,2,1,1,4,1,4,2,1,4,1,12/7/13 23:47,80,15.55555556,83.33333333,13.88888889,83.33333333,0,75,25,90,0,100,0,85.71428571,0,88.88888889,11.11111111,100,0,100,0,50,50
152005797,4,3,4,4,5,4,1,2,4,5,5,2,5,1,1,5,5,5,1,1,1,5,1,1,1,2,3,3,5,5,4,2,4,5,1,5,5,1,3,5,2,4,0,5,3,3,1,1,5,1,12/8/13 0:35,77.27272727,11.36363636,77.14285714,11.42857143,83.33333333,0,100,0,80,10,75,25,71.42857143,14.28571429,77.77777778,0,71.42857143,28.57142857,71.42857143,28.57142857,83.33333333,0
150009137,5,4,4,5,3,3,4,2,4,5,4,5,3,4,1,4,4,4,5,5,3,5,5,2,3,4,5,3,4,5,4,5,4,4,2,4,3,1,4,3,4,2,3,4,1,5,4,3,4,3,12/8/13 2:21,48.88888889,28.88888889,52.77777778,19.44444444,66.66666667,0,50,25,50,10,50,25,14.28571429,14.28571429,44.44444444,22.22222222,42.85714286,14.28571429,14.28571429,57.14285714,100,0
153000215,1,5,5,5,3,1,1,5,1,1,5,1,5,1,1,5,5,5,5,1,1,5,1,1,3,1,5,5,5,5,4,3,5,5,1,5,5,1,2,5,1,5,0,5,1,5,1,1,5,1,12/8/13 3:22,90.90909091,4.545454545,94.28571429,2.857142857,100,0,100,0,100,0,100,0,85.71428571,0,100,0,85.71428571,14.28571429,85.71428571,0,100,0
151000089,2,3,2,4,3,2,2,3,3,3,4,3,2,2,4,3,3,2,3,3,3,3,4,2,4,2,4,3,3,2,4,2,3,3,3,2,2,4,3,2,3,3,2,4,3,3,2,3,3,3,12/8/13 3:32,28.88888889,24.44444444,30.55555556,25,16.66666667,33.33333333,0,50,10,40,25,50,42.85714286,28.57142857,22.22222222,22.22222222,57.14285714,28.57142857,71.42857143,14.28571429,33.33333333,0
151005708,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/8/13 4:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150009061,2,3,4,4,4,3,2,4,4,2,3,2,3,2,2,4,4,4,4,3,1,3,2,2,2,1,4,4,3,3,4,4,4,4,2,4,3,2,2,4,2,3,4,3,5,5,1,1,5,2,12/8/13 11:13,71.11111111,4.444444444,75,0,83.33333333,0,100,0,90,0,100,0,85.71428571,0,77.77777778,0,71.42857143,0,85.71428571,0,33.33333333,0
150000212,4,4,4,3,4,4,3,4,2,4,3,4,4,4,3,4,2,4,4,3,3,4,3,3,4,2,4,2,2,3,4,3,3,4,4,3,3,2,2,3,2,2,3,3,4,4,3,2,4,2,12/8/13 12:12,40,22.22222222,38.88888889,22.22222222,50,16.66666667,50,0,40,10,50,0,14.28571429,42.85714286,77.77777778,11.11111111,28.57142857,14.28571429,0,57.14285714,16.66666667,33.33333333
146000217,3,2,5,2,2,2,4,3,5,5,3,4,1,1,1,2,5,5,5,4,1,1,5,4,4,1,1,1,3,3,4,5,3,2,4,2,5,2,4,2,3,2,0,5,5,1,3,5,4,2,12/8/13 13:11,31.81818182,52.27272727,31.42857143,48.57142857,0,100,0,66.66666667,60,20,50,25,28.57142857,57.14285714,44.44444444,55.55555556,57.14285714,42.85714286,14.28571429,57.14285714,33.33333333,16.66666667
154000118,4,2,4,2,2,2,4,3,4,2,2,2,4,5,4,2,2,4,4,4,3,4,3,1,2,2,4,2,2,3,4,2,4,3,2,2,3,1,2,4,3,2,2,2,1,3,2,2,4,2,12/8/13 13:32,44.44444444,40,44.44444444,38.88888889,16.66666667,66.66666667,0,50,60,20,100,0,85.71428571,14.28571429,66.66666667,11.11111111,57.14285714,28.57142857,71.42857143,28.57142857,16.66666667,83.33333333
152004838,5,2,5,5,5,5,3,5,5,5,3,1,5,5,5,5,5,3,5,5,4,5,2,5,5,4,5,3,5,5,4,5,5,5,3,5,5,5,3,5,2,2,0,5,5,2,2,1,5,3,12/8/13 13:40,50,36.36363636,51.42857143,34.28571429,83.33333333,0,100,0,50,20,75,0,28.57142857,42.85714286,44.44444444,55.55555556,0,71.42857143,28.57142857,57.14285714,66.66666667,16.66666667
150009433,3,4,2,2,3,2,2,1,4,5,4,3,4,1,2,4,4,4,5,5,2,4,2,2,4,4,4,4,4,5,4,3,4,2,2,5,2,2,5,5,3,2,1,5,4,4,2,2,5,1,12/8/13 13:45,71.11111111,20,75,16.66666667,66.66666667,33.33333333,25,50,100,0,100,0,85.71428571,14.28571429,77.77777778,22.22222222,100,0,57.14285714,14.28571429,100,0
150004304,3,4,2,4,3,3,2,4,3,3,2,3,4,5,3,3,2,4,4,3,3,4,3,3,2,4,3,3,2,3,4,2,3,3,3,4,2,4,3,3,4,3,2,3,3,4,2,3,4,3,12/8/13 14:00,31.11111111,20,33.33333333,19.44444444,50,0,25,50,40,0,75,0,28.57142857,0,33.33333333,22.22222222,28.57142857,14.28571429,42.85714286,0,16.66666667,50
152005804,4,4,4,2,5,2,1,3,4,4,4,3,3,4,1,3,3,3,3,3,2,4,2,2,3,2,3,3,3,3,4,4,4,4,1,3,2,3,3,3,2,3,3,3,4,3,2,2,3,2,12/8/13 14:20,44.44444444,11.11111111,41.66666667,5.555555556,16.66666667,16.66666667,50,0,40,0,25,0,57.14285714,0,33.33333333,0,85.71428571,0,57.14285714,14.28571429,50,0
150009288,2,4,5,3,4,2,2,2,4,5,4,2,4,2,2,4,4,4,3,2,2,4,3,2,3,2,3,4,4,4,4,3,4,4,2,4,2,2,2,3,2,4,4,4,2,4,2,1,4,2,12/8/13 14:22,80,4.444444444,86.11111111,0,83.33333333,0,100,0,80,0,50,0,71.42857143,0,88.88888889,0,100,0,85.71428571,0,100,0
150001371,3,3,3,3,3,3,3,3,3,3,4,3,5,5,3,2,1,4,2,4,3,4,3,2,5,3,5,1,4,3,4,4,2,5,2,4,2,4,1,4,4,1,4,3,1,5,4,2,3,4,12/8/13 14:28,33.33333333,33.33333333,36.11111111,30.55555556,50,33.33333333,75,25,20,40,50,50,28.57142857,57.14285714,44.44444444,22.22222222,28.57142857,28.57142857,14.28571429,28.57142857,33.33333333,33.33333333
153002827,4,4,3,4,4,2,2,1,4,5,5,2,4,3,2,4,4,4,5,5,1,3,1,3,2,2,4,5,3,5,4,3,5,4,3,5,5,1,5,4,5,5,0,5,3,5,1,1,5,1,12/8/13 14:33,70.45454545,11.36363636,85.71428571,8.571428571,100,0,66.66666667,33.33333333,100,0,100,0,85.71428571,0,100,0,71.42857143,14.28571429,71.42857143,14.28571429,83.33333333,0
150001995,4,2,4,2,5,2,3,2,2,4,2,4,4,5,2,4,2,4,4,4,3,3,2,4,2,2,5,1,3,4,4,3,3,2,2,2,3,2,4,3,3,3,3,4,0,2,2,3,5,4,12/8/13 14:39,40.90909091,31.81818182,38.88888889,33.33333333,33.33333333,66.66666667,0,50,60,20,75,0,42.85714286,42.85714286,55.55555556,11.11111111,42.85714286,28.57142857,42.85714286,42.85714286,16.66666667,50
150003706,3,2,5,4,3,3,3,1,5,2,3,4,3,1,4,5,5,5,5,5,1,3,1,1,2,1,4,3,1,4,4,1,4,3,1,5,5,5,2,4,1,4,0,1,2,1,1,1,5,3,12/8/13 14:49,54.54545455,25,54.28571429,22.85714286,50,0,66.66666667,0,70,10,100,0,57.14285714,0,66.66666667,22.22222222,14.28571429,42.85714286,42.85714286,14.28571429,33.33333333,50
