ID,qp1,qp2,qp3,qp4,qp5,qp6,qp7,qp8,qp9,qp10,qp11,qp12,qp13,qp14,qp15,qp16,qp17,qp18,qp19,qp20,qp21,qp22,qp23,qp24,qp25,qp26,qp27,qp28,qp29,qp30,qp31,qp32,qp33,qp34,qp35,qp36,qp37,qp38,qp39,qp40,qp41,qp42,qpPTIME,pclassOverF,pclassOverU,pclassAllF,pclassAllU,pclassPIF,pclassPIU,pclassRWF,pclassRWU,pclassGenF,pclassGenU,pclassConF,pclassConU,pclassSophF,pclassSophU,pclassSEF,pclassSEU,pclassCUF,pclassCUU,pclassACF,pclassACU
150007307,3,4,4,5,2,1,3,4,1,2,5,4,3,3,4,5,1,1,5,2,5,2,2,5,4,5,1,4,1,5,4,2,4,4,1,2,1,4,5,3,1,5,12/6/13 17:17,75,13.88888889,69.23076923,15.38461538,83.33333333,0,75,25,75,0,75,0,66.66666667,16.66666667,85.71428571,14.28571429,50,16.66666667,42.85714286,28.57142857
150004791,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12/6/13 17:25,50,50,57.69230769,42.30769231,100,0,75,25,75,25,75,25,33.33333333,66.66666667,71.42857143,28.57142857,0,100,0,100
150005046,3,4,4,5,2,2,1,3,4,3,5,5,3,3,4,4,2,1,3,2,3,3,2,4,3,3,3,4,2,4,4,2,3,3,2,3,4,4,4,2,3,4,12/6/13 17:34,61.11111111,2.777777778,61.53846154,0,66.66666667,0,100,0,50,0,75,0,33.33333333,0,85.71428571,0,50,0,42.85714286,0
152000591,4,4,3,3,2,4,1,4,3,2,4,3,1,4,4,2,3,4,2,2,2,4,2,3,4,4,3,4,2,4,4,2,2,4,2,3,4,1,4,1,4,4,12/6/13 17:35,61.11111111,22.22222222,69.23076923,19.23076923,83.33333333,0,100,0,87.5,12.5,75,25,83.33333333,16.66666667,71.42857143,0,66.66666667,33.33333333,42.85714286,57.14285714
150002478,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,12/6/13 18:07,50,50,57.69230769,42.30769231,100,0,75,25,75,25,75,25,33.33333333,66.66666667,71.42857143,28.57142857,0,100,0,100
150002819,2,4,3,3,3,2,4,4,2,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/6/13 18:17,16.66666667,5.555555556,15.38461538,3.846153846,16.66666667,0,0,0,12.5,0,0,0,0,0,14.28571429,0,50,0,28.57142857,14.28571429
151004111,4,4,3,5,3,2,3,5,5,2,5,5,2,5,5,5,5,3,5,2,1,4,2,5,4,5,3,3,1,4,4,1,4,4,5,5,5,3,4,3,4,4,12/6/13 18:36,63.88888889,16.66666667,69.23076923,15.38461538,66.66666667,0,50,25,87.5,0,75,0,50,16.66666667,100,0,66.66666667,16.66666667,28.57142857,42.85714286
146008792,1,5,4,5,4,1,1,5,2,1,5,5,4,5,4,5,4,2,5,1,3,4,2,5,4,5,3,5,1,5,4,4,4,4,2,4,2,4,4,3,3,4,12/6/13 19:00,69.44444444,22.22222222,69.23076923,23.07692308,100,0,75,25,75,12.5,75,0,33.33333333,33.33333333,85.71428571,14.28571429,33.33333333,50,28.57142857,42.85714286
151008334,4,4,3,3,2,2,3,4,1,2,5,1,4,3,4,5,2,2,2,3,3,2,3,3,4,4,3,2,2,4,4,2,4,3,1,2,2,2,3,4,5,3,12/6/13 19:05,47.22222222,25,42.30769231,26.92307692,50,16.66666667,50,50,50,25,50,25,50,16.66666667,28.57142857,14.28571429,50,33.33333333,42.85714286,42.85714286
152006200,3,4,4,4,2,2,3,4,4,2,4,4,2,4,4,4,2,3,4,2,3,3,2,4,3,4,3,4,2,4,4,3,4,4,2,3,3,3,4,2,4,4,12/6/13 19:36,66.66666667,5.555555556,69.23076923,3.846153846,83.33333333,0,75,0,87.5,0,100,0,50,0,71.42857143,0,50,0,42.85714286,14.28571429
151000760,2,4,3,5,2,3,3,3,3,2,4,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/6/13 20:07,22.22222222,0,15.38461538,0,16.66666667,0,0,0,12.5,0,0,0,16.66666667,0,14.28571429,0,50,0,28.57142857,0
151001407,5,5,4,5,3,2,5,4,4,2,4,2,1,4,4,4,3,3,3,2,2,2,3,5,4,3,3,5,1,4,4,2,4,4,2,3,5,5,4,1,3,4,12/6/13 20:13,72.22222222,5.555555556,76.92307692,7.692307692,100,0,100,0,87.5,0,100,0,83.33333333,0,71.42857143,0,66.66666667,16.66666667,57.14285714,28.57142857
150008684,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12/6/13 20:17,50,50,57.69230769,42.30769231,100,0,75,25,75,25,75,25,33.33333333,66.66666667,71.42857143,28.57142857,0,100,0,100
138009582,2,5,5,5,1,1,3,2,5,2,5,2,4,5,5,5,1,3,5,1,2,2,2,4,5,5,2,5,1,5,4,1,2,4,1,2,4,5,5,2,5,5,12/6/13 20:22,91.66666667,5.555555556,92.30769231,7.692307692,100,0,100,0,87.5,12.5,100,0,100,0,85.71428571,14.28571429,83.33333333,16.66666667,100,0
151003977,4,3,4,4,5,2,4,3,4,3,4,2,4,2,4,4,4,2,4,4,4,2,4,3,4,2,4,4,2,4,4,1,5,5,4,3,2,4,2,4,3,2,12/6/13 20:26,44.44444444,41.66666667,42.30769231,46.15384615,83.33333333,16.66666667,50,50,50,50,75,25,50,50,28.57142857,42.85714286,33.33333333,66.66666667,28.57142857,57.14285714
151005994,4,4,4,4,3,2,2,3,2,1,4,5,2,4,4,3,1,1,4,2,2,4,3,3,3,4,2,4,1,4,4,2,3,3,2,4,4,4,4,2,4,3,12/6/13 20:35,69.44444444,8.333333333,61.53846154,7.692307692,83.33333333,0,100,0,50,0,50,0,33.33333333,16.66666667,57.14285714,0,66.66666667,16.66666667,42.85714286,28.57142857
150003657,2,1,3,4,3,2,2,4,3,4,4,2,2,5,4,2,1,1,4,2,4,4,1,3,4,5,1,5,1,3,4,2,2,4,1,3,4,4,4,3,3,3,12/6/13 20:45,63.88888889,16.66666667,57.69230769,15.38461538,66.66666667,0,75,0,62.5,12.5,50,25,33.33333333,33.33333333,57.14285714,0,66.66666667,16.66666667,28.57142857,42.85714286
150003605,5,4,2,5,3,2,4,5,5,5,5,5,5,2,3,3,5,1,3,4,5,4,2,3,2,5,3,1,4,2,4,4,4,3,4,2,1,4,1,3,3,2,12/6/13 21:03,19.44444444,58.33333333,15.38461538,61.53846154,16.66666667,83.33333333,0,100,12.5,37.5,0,0,0,50,28.57142857,57.14285714,16.66666667,66.66666667,14.28571429,57.14285714
152008380,4,2,5,4,1,1,3,4,2,1,5,5,1,4,2,5,2,3,4,1,4,2,1,5,5,4,1,2,1,5,4,1,4,4,1,4,5,5,5,3,3,4,12/6/13 22:11,75,19.44444444,76.92307692,19.23076923,83.33333333,16.66666667,75,25,75,12.5,50,25,66.66666667,16.66666667,100,0,66.66666667,33.33333333,42.85714286,42.85714286
150003655,2,5,2,5,1,1,2,4,1,1,4,2,1,4,5,5,5,5,2,1,2,4,2,1,4,5,4,4,2,4,4,2,2,5,1,4,4,2,4,2,5,4,12/6/13 22:18,75,25,84.61538462,15.38461538,83.33333333,16.66666667,100,0,100,0,100,0,83.33333333,16.66666667,85.71428571,14.28571429,100,0,71.42857143,28.57142857
152008244,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/6/13 22:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151005227,2,5,5,5,1,2,2,5,4,1,5,2,1,4,5,5,2,1,5,1,1,1,1,5,5,5,1,5,1,5,4,1,2,3,1,4,4,4,3,1,3,4,12/6/13 22:54,91.66666667,2.777777778,88.46153846,3.846153846,100,0,100,0,87.5,0,75,0,83.33333333,0,85.71428571,0,100,0,85.71428571,14.28571429
151007479,3,3,4,4,5,4,3,4,5,1,5,5,1,5,3,4,3,3,3,3,3,4,4,4,3,5,3,5,3,4,4,1,2,2,1,4,5,3,3,2,4,4,12/6/13 22:59,44.44444444,19.44444444,57.69230769,23.07692308,83.33333333,0,100,0,62.5,12.5,50,25,16.66666667,50,71.42857143,14.28571429,33.33333333,33.33333333,14.28571429,57.14285714
144003977,3,4,5,5,3,2,2,4,2,3,5,3,1,3,4,5,1,2,4,2,3,3,2,5,4,5,3,5,1,4,4,1,2,4,1,3,2,4,3,1,3,4,12/7/13 0:28,66.66666667,5.555555556,65.38461538,7.692307692,83.33333333,0,75,25,100,0,100,0,50,0,71.42857143,0,50,0,28.57142857,14.28571429
152009223,2,3,4,4,3,2,3,4,4,2,4,4,2,4,4,4,3,3,3,3,2,4,2,4,4,4,4,4,2,4,4,2,2,4,2,4,4,2,4,2,3,3,12/7/13 11:04,66.66666667,13.88888889,84.61538462,7.692307692,100,0,100,0,87.5,0,100,0,66.66666667,16.66666667,85.71428571,0,83.33333333,0,57.14285714,28.57142857
150007633,3,3,2,3,3,3,3,3,3,4,3,2,3,3,3,3,4,2,4,2,3,3,4,2,4,3,4,3,2,4,3,3,3,4,3,5,4,2,2,4,2,4,12/7/13 11:42,30.55555556,25,23.07692308,19.23076923,33.33333333,16.66666667,50,0,37.5,12.5,25,25,33.33333333,16.66666667,28.57142857,42.85714286,0,0,0,14.28571429
147000180,1,3,2,3,1,1,2,2,3,1,3,2,3,4,3,3,1,2,3,1,3,2,3,3,4,5,3,3,1,5,4,3,4,5,2,2,2,4,4,1,3,3,12/7/13 11:43,55.55555556,8.333333333,50,11.53846154,50,16.66666667,50,25,50,0,50,0,83.33333333,0,14.28571429,14.28571429,50,0,85.71428571,0
151003781,1,4,2,3,3,2,2,4,2,1,4,4,4,1,4,3,2,1,4,2,2,3,1,3,1,4,4,3,2,3,4,2,4,3,3,4,4,4,4,2,4,4,12/7/13 11:55,58.33333333,19.44444444,50,19.23076923,16.66666667,50,25,0,50,25,50,0,33.33333333,16.66666667,85.71428571,0,66.66666667,16.66666667,57.14285714,14.28571429
150005595,3,5,3,5,2,2,3,5,1,2,4,5,1,4,4,5,5,5,5,2,2,4,2,4,3,5,5,5,3,5,4,2,4,4,1,4,3,4,3,4,4,5,12/7/13 12:39,63.88888889,19.44444444,69.23076923,11.53846154,66.66666667,0,75,0,75,12.5,75,25,50,33.33333333,85.71428571,0,83.33333333,0,42.85714286,42.85714286
153001451,3,4,0,0,3,1,2,4,2,1,4,2,1,4,4,5,2,5,4,2,3,4,4,4,3,4,5,4,3,5,4,3,4,3,5,4,4,3,4,5,5,4,12/7/13 13:10,57.14285714,20,56,20,80,0,75,25,62.5,12.5,50,25,0,33.33333333,71.42857143,14.28571429,33.33333333,0,14.28571429,42.85714286
151008546,4,4,5,5,3,4,4,4,5,3,5,5,3,5,4,5,4,4,4,3,3,4,2,4,4,4,4,5,1,5,4,2,3,3,1,3,3,4,4,3,4,4,12/7/13 13:14,52.77777778,22.22222222,57.69230769,15.38461538,100,0,75,0,62.5,0,50,0,16.66666667,16.66666667,85.71428571,0,16.66666667,33.33333333,0,57.14285714
150007622,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,3,3,3,3,1,1,3,3,3,3,3,3,3,12/7/13 13:38,8.333333333,11.11111111,11.53846154,7.692307692,33.33333333,0,50,0,12.5,12.5,0,25,16.66666667,16.66666667,0,14.28571429,0,0,0,0
151004402,5,4,2,5,2,4,3,5,1,3,4,3,2,1,4,2,3,4,3,3,3,4,4,4,1,4,3,4,3,3,4,3,4,3,1,3,4,4,4,2,5,3,12/7/13 13:58,36.11111111,27.77777778,42.30769231,34.61538462,33.33333333,50,75,0,50,25,50,25,33.33333333,33.33333333,42.85714286,14.28571429,33.33333333,33.33333333,28.57142857,57.14285714
152002279,3,5,4,5,1,1,3,5,4,1,5,4,1,5,5,5,4,1,4,2,2,3,2,4,5,5,2,3,2,4,4,2,3,4,1,1,4,2,3,1,3,3,12/7/13 14:32,72.22222222,13.88888889,73.07692308,7.692307692,83.33333333,0,75,0,87.5,0,100,0,83.33333333,0,57.14285714,14.28571429,83.33333333,0,57.14285714,14.28571429
151003252,3,4,4,3,3,2,3,5,3,4,2,5,2,4,4,4,4,3,2,2,4,2,1,4,2,5,3,2,1,4,4,2,3,4,2,4,4,3,4,3,3,4,12/7/13 14:58,58.33333333,25,69.23076923,19.23076923,50,50,75,25,75,12.5,75,0,33.33333333,33.33333333,85.71428571,14.28571429,50,16.66666667,28.57142857,28.57142857
150009586,3,2,1,3,3,3,2,3,3,2,3,4,2,2,3,3,2,2,2,4,2,2,2,4,2,3,2,2,2,4,4,2,3,2,2,3,2,3,4,2,2,3,12/7/13 15:07,41.66666667,27.77777778,38.46153846,23.07692308,16.66666667,66.66666667,50,50,25,25,25,25,50,33.33333333,57.14285714,0,50,0,42.85714286,0
150004959,5,5,5,3,3,4,4,5,2,3,4,3,2,5,3,3,5,2,4,5,3,4,5,3,5,3,5,4,3,3,4,3,2,4,5,3,3,5,3,4,3,5,12/7/13 15:20,33.33333333,27.77777778,30.76923077,26.92307692,83.33333333,0,25,25,50,12.5,25,25,33.33333333,33.33333333,28.57142857,14.28571429,16.66666667,33.33333333,0,71.42857143
149009694,3,4,4,4,4,4,4,3,3,3,3,2,3,4,4,4,4,3,3,3,3,3,3,4,4,2,2,2,2,4,4,4,3,4,3,3,3,4,4,3,3,4,12/7/13 16:02,41.66666667,16.66666667,38.46153846,19.23076923,66.66666667,16.66666667,25,25,62.5,12.5,75,0,33.33333333,16.66666667,42.85714286,14.28571429,0,50,0,28.57142857
150004466,1,3,3,5,2,3,1,5,2,1,5,3,3,2,4,4,3,1,3,2,2,4,3,4,3,4,2,5,1,5,4,3,4,4,2,5,2,5,4,2,4,3,12/7/13 16:55,58.33333333,11.11111111,57.69230769,15.38461538,50,16.66666667,75,25,62.5,0,100,0,66.66666667,16.66666667,57.14285714,0,50,0,57.14285714,28.57142857
150005040,2,2,2,5,4,3,1,4,4,2,5,5,4,1,4,4,2,1,3,3,1,2,3,4,2,4,0,3,2,5,4,2,4,3,2,5,2,5,4,3,3,0,12/7/13 18:30,52.94117647,26.47058824,52,28,33.33333333,50,50,25,42.85714286,28.57142857,50,0,33.33333333,33.33333333,83.33333333,0,50,33.33333333,42.85714286,28.57142857
151003628,4,2,2,4,3,4,3,5,2,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/7/13 18:49,2.777777778,16.66666667,3.846153846,19.23076923,0,16.66666667,0,0,0,0,0,0,16.66666667,16.66666667,0,0,0,50,14.28571429,57.14285714
150008164,1,5,4,5,3,1,3,4,4,1,5,3,1,5,5,5,1,4,5,1,1,5,1,5,4,5,4,5,1,5,4,1,5,5,1,5,4,5,5,1,5,5,12/7/13 19:39,83.33333333,11.11111111,88.46153846,7.692307692,100,0,100,0,100,0,100,0,66.66666667,16.66666667,100,0,83.33333333,0,57.14285714,28.57142857
150009137,5,3,4,3,2,2,3,4,2,1,4,5,3,2,3,5,4,2,5,4,5,4,3,5,3,5,5,2,5,3,4,1,4,3,5,5,3,4,4,2,1,4,12/7/13 20:09,44.44444444,33.33333333,46.15384615,26.92307692,33.33333333,33.33333333,0,50,50,0,50,0,33.33333333,33.33333333,85.71428571,0,50,33.33333333,42.85714286,57.14285714
151003766,2,5,5,3,2,1,1,5,3,1,5,2,1,4,5,5,2,2,4,3,2,4,2,5,4,5,4,4,1,5,4,1,2,4,1,4,4,3,5,1,4,4,12/7/13 21:25,86.11111111,8.333333333,92.30769231,7.692307692,100,0,100,0,100,0,100,0,83.33333333,16.66666667,100,0,100,0,71.42857143,28.57142857
151004386,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/7/13 21:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,4,3,4,2,2,4,5,2,1,1,4,1,2,5,4,4,4,1,4,4,4,2,1,5,5,2,1,5,2,4,5,2,2,2,5,1,5,5,2,4,5,12/7/13 21:56,50,47.22222222,53.84615385,42.30769231,16.66666667,66.66666667,25,75,87.5,12.5,75,25,50,50,57.14285714,42.85714286,66.66666667,33.33333333,57.14285714,42.85714286
149001979,3,4,4,4,3,2,3,4,4,1,4,4,4,4,4,4,3,3,4,2,2,4,2,4,3,4,3,4,2,4,4,2,2,4,2,3,4,4,4,2,3,4,12/7/13 22:59,69.44444444,11.11111111,73.07692308,11.53846154,83.33333333,0,100,0,75,12.5,100,0,50,16.66666667,85.71428571,0,50,16.66666667,42.85714286,28.57142857
145002677,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12/7/13 23:38,50,50,57.69230769,42.30769231,100,0,75,25,75,25,75,25,33.33333333,66.66666667,71.42857143,28.57142857,0,100,0,100
152005000,1,4,4,5,3,1,2,1,1,1,5,3,1,4,4,2,4,2,4,1,1,3,1,5,5,4,3,5,1,3,4,1,1,4,2,4,5,3,4,2,4,5,12/7/13 23:56,77.77777778,5.555555556,84.61538462,3.846153846,83.33333333,0,75,0,87.5,12.5,75,25,66.66666667,0,100,0,83.33333333,0,71.42857143,0
152005797,2,4,5,5,5,1,3,5,5,2,5,2,1,5,5,5,2,2,5,1,5,2,3,2,5,5,1,5,1,5,4,1,5,5,1,4,5,1,5,1,3,5,12/8/13 0:39,83.33333333,13.88888889,80.76923077,15.38461538,100,0,100,0,100,0,100,0,66.66666667,33.33333333,71.42857143,14.28571429,66.66666667,33.33333333,57.14285714,42.85714286
153000215,1,5,5,4,1,1,2,1,1,1,5,1,1,5,5,5,1,3,5,1,1,2,1,5,5,5,3,5,1,5,4,1,4,5,1,5,5,5,5,1,4,5,12/8/13 3:48,94.44444444,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0
152002388,3,3,5,5,1,1,4,2,1,1,3,2,2,3,2,5,1,1,4,1,2,3,1,4,3,5,4,4,1,5,4,1,1,4,1,2,3,2,3,1,5,4,12/8/13 12:03,66.66666667,11.11111111,65.38461538,7.692307692,50,0,75,0,75,12.5,75,25,66.66666667,0,57.14285714,14.28571429,83.33333333,0,71.42857143,0
150005177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/8/13 12:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152001357,3,5,3,3,4,4,3,5,3,4,4,5,4,4,3,5,3,4,3,4,4,4,2,4,3,4,2,3,2,4,4,2,3,2,2,2,2,4,4,3,4,4,12/8/13 12:46,41.66666667,36.11111111,42.30769231,34.61538462,50,0,50,25,37.5,25,25,25,0,66.66666667,85.71428571,14.28571429,16.66666667,66.66666667,0,71.42857143
151002103,4,4,3,5,4,3,3,4,4,3,4,5,4,3,4,5,4,2,4,3,5,4,2,4,2,4,4,4,3,4,4,3,4,3,4,4,2,4,4,4,4,4,12/8/13 13:52,41.66666667,36.11111111,42.30769231,38.46153846,50,16.66666667,50,50,50,37.5,50,25,0,83.33333333,85.71428571,0,0,66.66666667,0,85.71428571
150004304,2,4,3,5,3,2,3,5,2,2,5,5,3,4,4,5,3,2,4,3,3,3,3,3,3,4,4,4,2,3,4,3,4,3,2,4,4,3,3,2,4,3,12/8/13 13:55,47.22222222,8.333333333,46.15384615,3.846153846,50,0,75,0,50,0,75,0,16.66666667,0,28.57142857,0,33.33333333,0,42.85714286,14.28571429
150001371,3,4,4,4,3,2,2,4,3,3,4,5,2,4,3,5,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,3,3,4,2,3,5,2,4,3,3,3,12/8/13 14:26,36.11111111,8.333333333,46.15384615,3.846153846,83.33333333,0,100,0,37.5,0,50,0,16.66666667,0,28.57142857,0,33.33333333,0,14.28571429,14.28571429
152005804,3,3,2,4,3,1,3,4,4,3,2,4,2,3,3,3,3,2,4,2,2,3,3,3,2,3,4,3,1,3,4,3,3,3,2,2,3,4,4,2,2,3,12/8/13 14:28,30.55555556,19.44444444,23.07692308,19.23076923,0,50,25,0,25,12.5,25,0,33.33333333,16.66666667,14.28571429,28.57142857,50,0,42.85714286,14.28571429
151000862,2,5,5,3,2,1,2,3,2,1,5,3,3,4,4,2,3,1,4,2,2,3,1,4,4,5,3,5,1,5,4,1,3,3,1,5,3,4,4,2,2,4,12/8/13 15:05,75,2.777777778,76.92307692,3.846153846,100,0,75,0,62.5,12.5,50,25,66.66666667,0,100,0,83.33333333,0,71.42857143,0
150007010,4,4,3,5,3,3,3,4,4,2,4,5,4,3,4,4,3,4,4,2,3,3,2,4,2,4,3,4,2,4,4,3,4,3,3,4,3,2,4,3,4,4,12/8/13 15:25,44.44444444,19.44444444,42.30769231,15.38461538,50,16.66666667,50,0,50,25,50,0,0,16.66666667,85.71428571,0,0,33.33333333,0,28.57142857
152009486,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/8/13 16:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151002620,1,3,3,4,2,1,3,3,1,1,4,5,2,5,4,4,2,2,4,2,1,3,2,4,4,5,2,3,1,4,4,2,2,4,1,2,5,3,3,2,2,4,12/8/13 17:56,75,5.555555556,76.92307692,3.846153846,66.66666667,0,75,0,100,0,100,0,83.33333333,0,71.42857143,14.28571429,100,0,71.42857143,0
153004261,1,5,5,3,3,1,3,4,4,2,3,3,3,5,3,4,2,3,2,3,1,3,1,5,3,5,1,4,1,4,4,2,3,3,1,2,4,5,4,1,5,5,12/8/13 18:13,63.88888889,8.333333333,65.38461538,7.692307692,66.66666667,0,100,0,50,0,50,0,33.33333333,0,71.42857143,14.28571429,66.66666667,0,57.14285714,14.28571429
152004227,4,2,4,5,4,3,5,4,5,5,5,4,2,4,5,5,5,0,0,1,1,4,2,5,5,5,5,5,1,5,4,1,4,4,2,5,5,4,5,1,4,5,12/8/13 18:37,70.58823529,26.47058824,80.76923077,15.38461538,100,0,100,0,100,0,100,0,66.66666667,33.33333333,100,0,50,33.33333333,28.57142857,57.14285714
152005208,5,4,1,5,5,1,1,5,4,2,1,5,3,4,2,5,4,3,4,5,5,5,5,5,1,5,1,2,1,5,0,0,4,1,2,4,3,5,4,1,5,3,12/8/13 18:49,45.71428571,42.85714286,40,48,33.33333333,66.66666667,50,25,37.5,37.5,50,50,16.66666667,83.33333333,50,33.33333333,20,60,28.57142857,71.42857143
150005376,4,4,3,5,3,2,2,4,2,3,4,4,2,3,4,5,2,3,4,2,4,3,4,4,2,4,2,3,4,4,4,3,2,2,2,0,2,4,4,3,4,4,12/8/13 19:18,48.57142857,25.71428571,44,28,33.33333333,16.66666667,50,25,62.5,25,50,25,0,50,66.66666667,16.66666667,33.33333333,33.33333333,14.28571429,42.85714286
152004033,4,4,5,4,3,2,3,4,3,2,3,4,2,4,4,4,3,3,5,3,3,4,3,4,3,5,1,4,2,5,4,2,2,3,2,4,3,2,4,2,4,4,12/8/13 19:28,58.33333333,13.88888889,61.53846154,11.53846154,66.66666667,0,75,0,75,0,75,0,16.66666667,16.66666667,71.42857143,0,50,16.66666667,28.57142857,42.85714286
152003543,4,5,4,5,5,2,1,4,4,4,2,5,2,5,3,5,2,1,4,4,2,4,1,4,2,4,1,4,1,4,4,2,4,2,1,2,4,4,3,3,1,2,12/8/13 19:53,58.33333333,33.33333333,53.84615385,34.61538462,66.66666667,33.33333333,100,0,37.5,37.5,25,25,16.66666667,66.66666667,42.85714286,42.85714286,66.66666667,33.33333333,28.57142857,57.14285714
152005844,1,5,5,2,2,1,2,4,4,2,4,3,1,5,4,5,2,2,3,1,3,3,1,5,5,5,2,5,1,5,4,1,3,5,1,3,5,5,5,1,5,5,12/8/13 20:05,83.33333333,2.777777778,84.61538462,3.846153846,100,0,100,0,100,0,100,0,66.66666667,0,85.71428571,0,83.33333333,0,57.14285714,14.28571429
153000878,2,5,5,4,1,1,2,4,3,1,4,2,2,4,4,5,3,2,5,1,1,2,1,4,4,4,2,4,1,4,4,2,4,4,2,3,5,3,4,2,3,4,12/8/13 20:46,88.88888889,2.777777778,92.30769231,3.846153846,100,0,100,0,100,0,100,0,100,0,85.71428571,0,100,0,85.71428571,14.28571429
151005505,2,4,4,5,2,1,3,2,2,1,4,3,2,3,3,5,2,1,5,2,2,3,2,4,4,4,1,5,2,5,4,2,2,4,1,4,5,3,3,2,2,4,12/8/13 21:27,83.33333333,0,84.61538462,0,83.33333333,0,100,0,87.5,0,75,0,83.33333333,0,85.71428571,0,100,0,85.71428571,0
152009603,4,4,5,4,4,3,3,5,3,2,4,3,2,5,4,4,4,3,4,2,4,3,2,4,5,5,3,5,2,5,4,2,3,4,2,3,4,3,4,2,4,4,12/8/13 21:51,66.66666667,13.88888889,73.07692308,15.38461538,100,0,100,0,100,0,100,0,50,33.33333333,85.71428571,0,33.33333333,50,14.28571429,57.14285714
150006260,1,4,3,3,2,4,2,3,3,3,4,2,4,4,4,4,2,3,3,3,2,4,2,4,3,3,3,4,2,4,0,3,3,3,3,4,4,0,3,2,4,3,12/8/13 22:00,51.42857143,8.571428571,53.84615385,11.53846154,66.66666667,0,75,0,37.5,12.5,75,0,50,16.66666667,57.14285714,0,50,33.33333333,57.14285714,28.57142857
153002825,4,4,5,5,2,3,2,4,4,2,4,2,2,4,4,4,4,2,3,1,5,1,2,5,4,5,5,4,2,4,4,1,3,4,3,4,4,2,4,2,3,3,12/8/13 22:18,72.22222222,16.66666667,76.92307692,11.53846154,100,0,75,0,87.5,0,100,0,83.33333333,16.66666667,85.71428571,0,50,33.33333333,42.85714286,42.85714286
150008559,2,5,1,5,5,2,3,5,1,4,5,5,1,1,3,1,1,1,1,3,5,4,2,5,1,5,3,3,2,1,4,5,5,3,2,4,1,1,5,4,2,3,12/8/13 22:20,38.88888889,44.44444444,38.46153846,46.15384615,16.66666667,66.66666667,25,50,25,37.5,0,50,0,83.33333333,71.42857143,14.28571429,50,50,28.57142857,71.42857143
155009599,3,2,5,4,4,5,3,5,1,2,4,5,4,3,3,1,1,1,1,1,5,4,1,1,3,3,3,4,2,4,4,4,1,2,3,3,5,5,3,5,3,3,12/8/13 23:01,33.33333333,38.88888889,23.07692308,42.30769231,66.66666667,0,75,0,0,50,0,75,0,83.33333333,28.57142857,28.57142857,0,83.33333333,0,85.71428571
152004781,4,5,5,4,3,2,2,4,3,2,4,5,4,5,4,5,4,1,5,3,3,4,4,4,5,4,3,5,3,5,4,3,4,5,5,5,4,5,4,3,3,5,12/8/13 23:19,58.33333333,22.22222222,61.53846154,23.07692308,100,0,75,25,75,12.5,75,0,33.33333333,16.66666667,71.42857143,14.28571429,16.66666667,33.33333333,14.28571429,42.85714286
