1,d
2,a
3,c
4,b
5,b
6,e
7,a
8,a
9,d
10,d
11,c
12,d
13,d
14,e
15,b
16,d
17,c
18,c
19,a
20,c
21,b
22,c
23,b
24,a
25,b
26,c
27,b
28,c
29,b
30,c
