ID,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,QC9,QC10,QC11,QC12,QC13,QC14,QC15,QC16,QC17,QC18,QC19,QC20,QC21,QC22,QC23,QC24,QC25,QC26,QC27,QC28,QC29,QC30,QC31,QC32,QC33,QC34,QC35,QC36,QC37,QC38,QC39,QC40,QC41,QC42,QC43,QC44,QC45,QC46,QC47,QC48,QC49,QC50,QCTIME
150006770,5,4,4,4,2,3,3,3,4,2,4,4,4,5,4,4,4,3,4,2,3,2,3,5,3,1,4,3,4,4,4,3,4,4,4,4,4,2,5,3,2,2,4,4,4,4,4,2,4,3,9/8/2013 2:19:38 PM
152004066,2,3,4,2,3,1,2,2,4,4,4,2,5,4,3,4,4,4,5,4,2,2,1,1,4,1,5,4,4,4,4,2,4,4,1,4,1,1,1,4,1,4,4,4,4,4,1,1,4,1,9/8/2013 2:22:05 PM
151002559,4,4,5,2,3,2,3,4,5,4,4,3,5,5,3,3,4,4,5,4,3,4,2,2,4,1,5,3,4,4,4,3,4,4,5,3,3,1,5,4,4,5,2,3,4,4,2,2,2,2,9/8/2013 2:22:21 PM
152009497,1,5,4,4,3,1,1,3,2,2,5,1,5,3,1,4,4,5,5,1,1,4,1,1,2,2,5,5,5,5,4,1,5,4,1,5,1,1,3,4,2,4,3,4,3,2,1,1,4,1,9/8/2013 2:25:26 PM
150007010,3,4,4,2,5,4,1,2,4,4,3,2,4,5,2,3,4,4,5,2,2,5,2,2,4,2,4,3,2,5,4,3,5,4,2,4,2,1,2,4,1,4,2,4,2,2,2,1,4,2,9/8/2013 2:29:44 PM
152001315,2,2,3,2,4,2,3,2,4,2,2,4,2,4,2,2,2,4,5,3,2,3,2,2,3,2,4,3,1,4,4,4,3,3,2,5,3,3,2,4,3,4,2,2,5,4,3,2,4,2,9/8/2013 2:30:06 PM
,4,4,4,3,3,3,2,4,3,3,4,4,5,5,3,4,4,5,5,4,3,2,3,3,4,1,5,3,3,4,4,4,5,5,2,4,3,2,4,4,3,2,2,5,2,5,2,2,3,2,9/8/2013 2:30:32 PM
153002270,3,2,4,3,5,2,2,1,4,2,1,2,2,5,1,2,3,2,5,4,4,2,1,2,2,2,5,2,1,4,4,4,5,4,1,4,5,2,1,3,2,2,2,4,1,4,3,2,4,3,9/8/2013 2:33:27 PM
152007678,4,5,2,5,3,1,3,4,4,2,3,4,5,5,3,4,3,3,4,4,3,4,3,4,5,2,5,3,3,3,4,3,5,4,3,4,4,3,3,2,2,4,3,3,4,3,3,3,4,2,9/8/2013 2:36:07 PM
151005608,5,4,3,4,5,2,2,2,3,3,2,4,5,3,2,5,2,4,4,2,4,5,1,2,2,4,2,3,2,4,4,1,4,4,2,5,2,2,4,4,2,2,2,3,5,3,2,3,4,2,9/8/2013 2:36:19 PM
151004678,4,5,5,5,2,3,1,2,4,3,5,5,5,5,4,5,5,5,5,2,2,5,2,5,3,2,5,4,3,5,4,4,5,5,1,5,1,2,5,5,1,4,4,5,5,5,1,1,4,1,9/8/2013 2:37:03 PM
151004119,3,4,2,4,4,3,2,2,1,4,4,2,5,4,3,3,4,3,4,3,3,4,2,2,3,1,5,2,4,4,4,4,4,4,2,4,3,2,3,2,1,5,4,4,2,3,2,1,4,4,9/8/2013 2:40:00 PM
150007185,3,3,4,4,4,2,3,3,3,4,4,2,4,4,2,4,4,4,5,2,3,4,3,4,4,3,4,4,4,5,4,3,4,4,2,3,2,1,3,4,2,3,4,5,4,4,3,2,4,2,9/8/2013 2:40:09 PM
150007848,3,3,2,3,4,5,3,3,5,3,2,3,4,4,3,3,3,2,5,2,4,3,4,3,4,4,3,4,2,3,4,4,4,4,2,3,3,3,2,2,2,3,2,4,3,4,4,2,3,3,9/8/2013 2:41:59 PM
152009545,3,2,4,4,4,5,4,4,4,3,2,3,3,5,5,5,2,4,4,2,2,2,4,4,4,5,2,1,1,4,4,4,4,4,2,4,4,3,4,3,1,2,1,2,3,3,4,3,4,4,9/8/2013 2:44:39 PM
152006845,4,4,5,4,3,2,2,3,3,5,4,1,5,2,2,4,4,5,5,4,3,4,2,3,2,2,5,4,5,4,4,5,4,3,2,4,3,1,4,4,4,3,4,4,4,4,1,2,4,2,9/8/2013 2:48:17 PM
150005098,4,2,4,2,4,3,3,3,3,2,3,4,2,5,2,5,4,0,3,2,4,4,3,4,3,2,4,3,2,4,4,2,3,4,1,5,2,2,4,3,2,2,3,3,3,2,4,3,3,3,9/8/2013 2:48:38 PM
150003704,5,4,3,3,4,5,4,2,5,5,4,5,4,5,4,5,4,3,2,3,2,4,5,5,4,3,3,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,4,3,3,4,4,4,9/8/2013 2:50:42 PM
150006804,2,3,5,3,5,2,1,1,2,3,1,2,5,2,5,2,3,4,5,2,2,4,2,4,3,2,5,3,2,5,4,1,5,3,1,5,1,2,2,3,2,2,4,4,3,4,2,1,5,2,9/8/2013 2:50:43 PM
152003161,4,4,3,2,4,2,0,3,2,5,3,4,3,2,4,4,3,4,4,3,4,4,4,4,4,2,3,2,4,4,3,3,4,4,2,4,3,4,4,4,3,5,0,4,2,5,1,3,4,2,9/8/2013 2:52:26 PM
154002181,4,5,4,4,4,4,2,3,4,3,2,3,3,4,2,3,3,3,2,2,2,2,3,2,3,1,3,3,2,4,4,2,5,5,2,4,3,2,1,3,1,3,3,3,3,4,2,1,3,2,9/8/2013 2:53:30 PM
152004862,5,3,5,4,3,3,4,3,4,3,3,4,5,5,1,4,3,4,3,3,2,4,3,2,4,1,5,4,4,5,4,3,4,4,1,4,2,1,3,3,2,2,3,3,2,5,2,1,4,2,9/8/2013 2:54:25 PM
150008451,4,3,3,2,4,4,3,3,5,5,3,3,5,5,5,3,3,5,4,4,4,4,3,4,2,1,4,3,1,3,4,1,4,1,4,3,1,4,3,4,3,4,4,1,4,2,3,4,4,3,9/8/2013 2:55:37 PM
150004791,3,4,4,2,5,2,1,3,3,5,3,2,3,4,2,3,2,4,5,2,2,5,2,2,3,2,3,1,1,3,3,1,4,3,1,2,2,3,4,2,1,2,3,4,3,4,2,1,4,2,9/8/2013 2:56:29 PM
152005797,5,3,2,3,5,2,3,3,5,4,4,3,5,3,1,5,4,5,5,3,1,5,1,1,3,1,5,5,3,4,4,1,3,4,3,5,5,1,3,5,1,4,0,5,2,4,1,1,3,1,9/8/2013 2:58:11 PM
150005376,4,2,4,1,4,5,3,2,3,2,2,2,5,5,4,3,3,4,4,4,2,4,2,2,2,3,3,2,2,3,4,2,4,3,2,4,2,3,2,2,3,4,3,3,4,3,3,2,3,3,9/8/2013 3:06:28 PM
152006235,4,4,3,2,5,5,2,2,5,1,1,2,4,5,2,1,3,3,2,5,5,4,4,2,5,1,5,1,1,3,4,2,5,4,3,2,3,1,1,1,2,1,1,4,5,3,4,1,2,5,9/8/2013 3:08:33 PM
150008164,2,5,5,4,5,2,1,3,4,4,4,1,5,2,1,5,4,5,5,3,1,4,1,1,1,1,5,4,5,5,4,4,5,4,1,5,1,1,5,4,1,5,4,5,1,5,1,1,5,2,9/8/2013 3:10:30 PM
139000015,2,3,4,4,4,3,2,2,3,4,4,4,4,3,1,4,3,3,4,2,2,4,2,2,3,2,4,3,4,5,4,2,4,4,1,5,2,2,2,3,2,3,4,3,4,4,2,1,5,2,9/8/2013 3:11:08 PM
152001827,2,3,4,5,4,2,1,3,1,4,2,3,5,3,2,2,4,3,4,3,2,4,1,2,3,4,3,3,2,5,4,2,4,4,2,5,3,2,4,4,1,2,4,3,3,4,2,1,4,3,9/8/2013 3:14:00 PM
150002504,5,3,5,4,3,4,3,4,5,4,0,3,4,5,4,2,4,5,2,4,4,4,5,2,4,3,5,2,3,4,4,2,4,3,3,5,3,2,3,3,3,4,4,3,2,3,4,2,4,2,9/8/2013 3:14:54 PM
149004227,4,4,4,5,4,5,3,4,4,3,4,4,5,5,2,5,4,4,5,3,4,4,5,3,3,2,4,4,4,4,4,1,4,4,2,4,2,2,3,3,1,2,4,4,4,4,5,2,4,2,9/8/2013 3:17:49 PM
150004121,3,4,3,5,5,4,3,4,3,5,4,5,5,5,2,5,5,4,5,3,2,4,3,5,4,2,5,3,3,3,4,3,4,5,1,5,3,1,2,4,2,3,2,4,3,5,3,1,4,3,9/8/2013 3:21:45 PM
,5,1,1,1,1,5,5,1,5,1,1,5,5,5,5,5,5,5,1,1,1,0,1,5,1,1,5,1,1,5,4,5,5,1,1,0,5,1,5,1,1,5,1,5,5,1,5,1,5,5,9/8/2013 3:24:07 PM
151008397,3,4,3,4,4,2,1,2,3,3,3,2,3,4,2,4,4,4,3,4,3,3,2,2,4,1,4,4,3,4,5,2,3,4,2,4,2,2,4,4,1,3,2,2,4,4,2,2,4,2,9/8/2013 3:24:33 PM
152001376,3,5,5,3,2,2,3,3,0,1,5,2,5,4,2,3,4,3,5,1,2,2,3,4,3,3,4,2,4,4,4,1,4,5,1,4,2,1,2,3,2,4,4,5,5,3,3,2,4,2,9/8/2013 3:25:13 PM
152004280,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,2,3,3,3,4,2,9/8/2013 3:27:18 PM
152009249,3,4,4,4,4,3,2,3,3,3,3,3,4,5,1,4,3,4,4,2,3,4,2,3,3,2,5,4,3,4,4,3,4,4,2,4,4,2,3,4,2,4,3,4,4,4,2,2,4,2,9/8/2013 3:40:18 PM
151001942,4,3,3,2,3,3,3,3,3,3,3,3,3,5,2,3,3,3,3,3,3,4,3,3,3,3,3,1,3,3,4,3,3,3,2,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,9/8/2013 3:45:08 PM
151005505,4,2,3,2,3,2,1,3,2,3,3,2,4,5,1,4,3,3,5,2,2,4,2,2,2,2,4,4,3,4,4,2,5,3,3,4,3,2,2,4,1,3,3,3,3,3,2,2,3,1,9/8/2013 3:46:05 PM
152005804,3,4,4,4,5,2,1,3,4,3,3,3,3,5,2,3,3,3,4,2,3,5,2,2,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,2,3,3,4,3,3,1,2,3,2,9/8/2013 3:53:07 PM
150003563,3,2,4,3,2,2,1,4,5,2,2,2,5,4,3,4,2,4,2,4,2,4,3,1,3,1,5,1,4,4,4,2,5,4,2,4,1,1,5,4,2,4,2,1,5,4,2,1,4,2,9/8/2013 3:55:03 PM
149003871,3,4,3,4,5,1,2,2,3,4,5,3,5,1,1,1,3,5,5,4,1,4,1,3,2,1,4,5,5,5,4,2,4,5,2,5,4,1,4,4,1,3,4,5,5,1,3,1,5,2,9/8/2013 3:55:59 PM
151003133,4,4,5,2,4,1,3,2,5,4,3,2,3,4,2,4,4,4,5,3,2,2,2,2,3,1,3,4,3,3,4,3,4,5,2,3,3,2,3,4,3,3,1,3,2,4,2,2,4,1,9/8/2013 3:56:31 PM
150007826,4,3,2,1,4,2,2,2,4,4,2,4,1,4,2,2,3,4,4,2,3,2,4,4,4,2,4,1,2,4,4,2,5,4,2,4,3,3,4,4,1,3,2,2,1,4,1,2,4,3,9/8/2013 4:03:44 PM
151008481,2,3,2,2,4,1,2,3,3,2,3,2,4,5,1,3,5,1,5,2,2,3,2,3,4,3,4,4,2,4,4,1,4,4,2,4,3,2,3,4,1,2,3,3,1,3,2,1,4,1,9/8/2013 4:05:24 PM
150009967,4,5,5,4,5,1,1,4,5,5,2,5,5,4,1,4,5,5,5,2,1,1,3,5,4,1,5,5,1,5,4,1,5,5,2,5,1,1,2,5,1,5,3,4,1,5,2,1,5,2,9/8/2013 4:05:33 PM
152008936,5,4,4,3,4,4,2,2,4,5,3,5,4,5,2,3,2,4,3,1,3,4,2,5,3,1,5,3,3,4,4,3,4,4,3,4,2,3,2,4,3,4,3,4,4,4,2,1,4,3,9/8/2013 4:05:35 PM
150002974,5,4,4,2,4,2,3,3,5,2,2,4,4,2,2,3,2,4,2,4,4,4,2,4,4,1,4,1,2,2,4,4,4,2,2,2,3,2,4,4,4,4,4,3,4,4,2,2,4,4,9/8/2013 4:05:40 PM
151004084,4,5,3,3,5,4,3,2,4,4,4,4,3,3,2,4,2,4,3,2,4,4,1,4,4,1,5,4,3,4,4,4,5,5,1,5,2,1,5,2,3,3,3,5,4,4,2,1,4,4,9/8/2013 4:06:03 PM
150008684,3,3,5,3,3,3,3,2,5,2,3,3,3,5,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,4,4,4,4,3,3,3,4,4,9/8/2013 4:18:15 PM
151003376,5,4,2,3,5,5,2,3,4,2,4,4,4,3,1,4,3,4,3,2,4,4,1,2,0,2,5,2,2,4,4,2,4,5,1,4,4,1,5,2,2,4,1,4,2,4,3,1,4,4,9/8/2013 4:20:08 PM
154005771,5,5,5,5,5,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,5,5,1,5,0,3,1,5,1,1,5,1,9/8/2013 4:24:03 PM
152007506,1,5,4,4,5,3,1,2,3,4,3,0,4,3,5,3,4,4,5,2,1,3,2,1,5,2,4,3,3,1,4,1,5,4,3,5,2,3,2,3,2,2,2,3,4,4,1,2,4,2,9/8/2013 4:25:30 PM
152001190,4,3,4,3,5,4,5,4,4,3,1,4,5,5,4,4,3,4,2,3,4,4,2,2,3,2,4,3,3,3,4,2,4,3,2,4,4,2,3,2,3,2,3,4,5,3,4,2,3,3,9/8/2013 4:25:43 PM
150003168,3,3,3,3,3,3,3,4,2,4,1,4,2,3,5,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,4,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,9/8/2013 4:29:18 PM
146009500,5,4,2,4,4,4,4,2,3,4,2,3,3,3,2,4,2,2,4,3,3,4,2,2,4,2,2,2,3,5,4,2,5,4,2,3,2,3,2,3,1,1,3,3,5,5,4,2,4,3,9/8/2013 4:31:27 PM
150006922,3,4,4,3,4,2,3,3,4,4,4,4,4,5,2,3,4,4,5,2,2,4,2,2,4,2,5,2,4,4,4,2,4,3,2,4,2,3,3,4,3,2,2,4,2,5,1,2,4,3,9/8/2013 4:38:27 PM
152003242,3,3,4,1,1,1,2,4,4,1,2,3,2,5,3,2,2,3,5,2,2,2,2,2,3,3,3,2,2,4,4,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,4,2,9/8/2013 4:41:29 PM
152002270,3,4,4,2,1,4,2,4,4,2,4,2,4,4,3,2,4,4,4,3,2,4,3,2,2,2,4,3,2,2,4,4,4,4,2,4,2,2,4,4,3,3,2,3,4,4,1,1,4,2,9/8/2013 4:41:35 PM
137007114,3,3,2,3,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9/8/2013 4:48:11 PM
152008008,5,4,4,1,2,4,5,4,1,1,1,2,3,5,5,2,3,4,1,4,3,5,2,4,3,0,5,1,1,3,4,3,3,2,1,2,1,3,0,4,5,2,2,4,4,5,4,3,4,3,9/8/2013 4:49:00 PM
153004803,3,4,4,4,3,2,2,2,4,2,3,2,4,4,2,4,3,4,4,2,2,4,2,2,2,1,4,3,4,3,4,3,4,4,2,3,2,2,4,4,3,3,3,4,4,4,2,2,4,2,9/8/2013 4:49:33 PM
153000324,3,4,3,2,4,3,2,2,5,4,3,3,5,5,3,4,3,5,5,3,4,3,0,3,4,2,5,4,1,3,4,4,4,4,2,4,3,1,3,3,2,4,3,3,4,4,1,1,3,4,9/8/2013 4:51:18 PM
151001551,1,5,4,2,3,2,1,1,4,5,4,2,3,1,1,4,5,3,5,2,2,2,1,3,3,2,4,3,3,4,4,5,4,3,3,5,2,2,4,4,2,3,2,5,3,4,1,1,5,1,9/8/2013 4:54:27 PM
,4,3,5,4,4,3,2,4,3,3,3,4,4,4,5,4,3,2,1,2,3,4,5,4,5,3,5,4,4,4,1,4,0,3,1,4,1,5,4,0,0,2,1,5,4,3,1,4,1,5,9/8/2013 4:58:45 PM
152000780,4,2,5,1,4,4,1,3,4,3,4,4,3,5,2,3,4,4,5,2,4,4,2,4,4,2,4,2,2,3,4,4,4,3,2,4,2,2,3,4,2,3,2,4,4,3,2,2,4,3,9/8/2013 4:58:47 PM
152000780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/8/2013 4:58:57 PM
150004466,5,2,4,2,5,5,3,2,4,2,1,4,3,5,4,3,3,4,2,4,5,2,3,4,3,3,5,1,1,3,4,3,3,1,4,4,5,4,2,1,5,1,1,2,5,2,3,2,2,5,9/8/2013 5:02:39 PM
151007984,4,3,4,3,4,3,3,4,4,4,3,4,5,4,4,3,3,3,4,3,4,4,3,4,4,2,4,2,3,3,4,4,4,4,1,4,3,3,3,3,2,3,4,3,3,4,2,2,3,4,9/8/2013 5:02:59 PM
147000408,3,3,3,4,3,3,2,2,3,3,3,3,5,5,4,5,3,3,4,4,3,5,2,3,3,2,3,3,3,3,4,4,3,3,2,5,5,1,4,3,3,3,3,4,3,3,2,1,3,2,9/8/2013 5:09:08 PM
150009061,4,4,5,3,5,3,3,3,3,4,4,4,4,3,2,5,4,5,4,2,2,3,2,2,3,1,4,4,4,4,4,4,4,3,2,4,2,2,2,4,2,4,4,4,4,5,1,1,5,2,9/8/2013 5:12:48 PM
153001530,4,5,3,4,5,4,4,4,5,4,4,3,4,5,1,2,2,3,4,4,4,4,3,2,4,1,5,3,4,5,4,5,3,4,1,5,4,1,3,3,3,3,3,4,1,5,2,2,4,2,9/8/2013 5:15:40 PM
152000405,4,2,5,3,3,4,2,1,5,1,1,5,3,4,3,2,3,1,4,4,5,5,4,5,1,1,5,1,1,3,4,3,3,4,1,2,4,3,4,3,3,1,1,2,5,5,5,2,4,4,9/8/2013 5:16:31 PM
151000862,3,4,5,2,4,2,3,2,3,4,4,2,5,3,4,3,3,5,3,4,2,4,2,2,2,1,0,4,3,4,4,2,4,4,1,5,2,2,3,3,2,4,3,4,4,4,1,2,4,2,9/8/2013 5:21:25 PM
150007519,4,4,3,3,5,1,2,3,4,5,4,3,4,5,1,3,3,5,5,3,4,4,2,0,4,1,3,4,4,4,4,3,3,3,2,3,2,3,4,4,3,2,4,3,3,3,2,2,4,2,9/8/2013 5:22:30 PM
151001171,4,5,3,5,4,4,2,4,5,2,3,5,3,4,5,4,5,5,4,2,4,5,4,4,2,2,5,3,4,4,4,3,2,5,2,0,4,4,2,4,2,2,4,5,5,4,3,2,3,2,9/8/2013 5:30:56 PM
150007531,4,5,4,3,5,3,1,3,4,5,4,1,5,4,1,5,3,4,4,3,1,4,1,3,3,1,3,5,3,4,4,3,2,4,1,5,2,3,3,5,1,3,3,4,2,4,1,1,4,2,9/8/2013 5:31:26 PM
150008805,3,3,4,2,2,2,3,4,5,3,4,5,5,5,2,1,4,0,0,5,4,3,2,3,4,1,4,1,3,3,4,2,4,3,3,1,4,2,3,5,5,4,2,3,3,3,2,2,4,2,9/8/2013 5:35:41 PM
149009922,3,1,5,1,5,4,4,2,5,5,1,5,5,5,3,4,2,3,4,1,5,2,2,4,5,1,4,1,1,5,4,5,5,3,3,5,2,1,4,3,4,4,1,3,3,4,3,2,4,3,9/8/2013 5:41:26 PM
133006695,5,2,4,1,5,4,3,3,4,4,1,2,4,5,2,4,3,4,5,2,4,3,4,2,4,1,4,2,2,4,4,4,4,3,3,3,3,2,3,3,1,3,3,4,1,4,3,2,3,3,9/8/2013 5:42:39 PM
,3,2,5,2,5,1,4,3,5,5,4,5,4,4,1,4,3,4,4,4,4,3,1,5,4,1,3,2,2,5,4,5,4,3,2,5,4,2,2,4,4,2,3,2,2,2,1,2,2,3,9/8/2013 5:43:54 PM
150005885,4,5,5,3,1,1,2,3,2,1,5,2,4,4,3,4,5,4,2,4,1,2,3,2,2,2,3,4,5,4,4,1,5,4,2,5,2,2,4,5,2,1,4,3,4,4,1,1,4,1,9/8/2013 5:51:10 PM
151002010,3,4,5,4,4,5,2,4,4,5,5,2,4,4,2,4,3,5,4,3,3,4,2,2,4,2,4,3,4,4,4,3,5,4,2,4,2,2,3,3,2,4,4,5,5,5,3,2,4,2,9/8/2013 5:53:49 PM
150001995,4,4,4,3,4,3,3,4,4,4,2,4,4,5,2,4,2,4,2,2,2,3,2,5,2,2,4,1,2,4,4,2,4,2,3,3,3,3,3,4,2,4,4,4,1,4,2,2,4,4,9/8/2013 5:54:10 PM
137007030,4,4,4,2,4,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9/8/2013 5:54:21 PM
150006182,3,5,4,4,4,1,1,1,3,5,4,3,5,5,4,2,3,0,5,1,1,2,1,1,4,4,5,5,5,5,2,4,5,5,1,5,1,1,3,0,3,4,1,4,2,5,1,1,5,1,9/8/2013 5:56:42 PM
152005206,4,2,4,3,3,3,2,3,4,4,2,0,4,4,3,2,4,4,4,3,2,4,2,4,4,3,4,4,3,4,4,4,3,4,2,4,4,0,4,4,3,3,3,4,2,4,2,1,4,3,9/8/2013 6:10:16 PM
148000116,5,4,5,3,5,1,3,5,3,3,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9/8/2013 6:11:38 PM
152002092,3,4,4,3,4,2,1,3,4,4,5,2,4,5,1,4,4,5,5,4,2,4,4,2,4,2,4,3,5,5,4,2,5,4,4,4,3,1,2,4,1,4,4,5,3,5,1,1,5,2,9/8/2013 6:11:54 PM
,5,3,4,3,3,3,2,2,2,2,3,5,5,5,4,2,1,4,3,5,3,4,3,5,5,1,3,2,3,3,4,3,3,4,1,3,3,2,4,3,2,3,2,3,4,4,2,2,4,2,9/8/2013 6:20:42 PM
152005204,5,3,4,2,5,2,1,4,3,2,3,2,4,5,2,3,3,4,4,2,3,3,4,2,4,2,5,3,3,3,4,4,4,3,1,4,2,2,4,3,2,3,3,4,3,3,4,2,4,3,9/8/2013 6:20:48 PM
153001209,5,4,4,1,4,5,4,5,4,4,3,5,5,5,5,1,2,4,5,5,4,4,5,5,4,3,5,1,1,3,4,3,5,5,4,5,3,5,4,2,4,2,1,3,4,1,4,2,2,4,9/8/2013 6:21:17 PM
153002827,4,5,5,3,4,1,2,1,4,3,4,1,4,2,1,4,5,2,5,3,1,4,1,1,4,1,5,5,4,5,4,4,5,5,2,4,2,1,2,3,5,4,4,4,3,4,1,1,5,1,9/8/2013 6:22:33 PM
149009853,4,4,3,2,5,4,2,2,4,4,2,4,3,4,0,3,2,3,5,2,4,4,4,4,4,3,3,2,2,3,4,2,4,4,2,3,2,2,2,2,2,2,1,4,3,4,4,2,3,3,9/8/2013 6:29:53 PM
151000370,4,3,4,2,4,2,2,2,4,3,4,2,2,4,0,2,4,3,4,2,3,4,4,3,4,2,3,2,4,3,4,3,5,3,2,3,4,1,4,2,3,4,3,3,0,4,2,2,4,2,9/8/2013 6:35:38 PM
150007670,5,5,5,4,4,2,4,4,2,4,2,4,3,3,5,5,5,1,0,3,4,1,1,5,5,5,4,1,4,4,4,5,2,5,5,4,5,2,4,3,3,4,0,4,1,5,5,5,4,5,9/8/2013 6:37:37 PM
151003982,4,5,5,4,4,2,2,2,4,5,5,3,5,4,1,5,3,3,4,2,2,4,2,2,3,2,5,4,4,5,4,5,4,5,2,4,2,2,2,3,2,4,4,4,3,4,2,1,2,2,9/8/2013 6:51:06 PM
150009370,1,5,4,4,4,4,1,2,4,4,4,4,5,5,2,4,2,3,4,2,3,2,5,2,2,2,5,4,2,4,4,4,5,5,2,5,2,2,2,3,2,4,3,5,1,4,4,4,5,3,9/8/2013 6:52:34 PM
145000293,5,4,2,1,5,4,2,3,4,4,3,2,2,3,4,3,4,3,5,3,3,1,3,4,3,3,3,3,3,4,4,1,4,4,2,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,9/8/2013 6:53:57 PM
152002550,3,5,0,5,5,2,1,1,3,3,5,3,5,4,2,5,4,0,0,2,2,3,1,3,3,3,4,4,4,5,4,5,5,5,2,5,2,1,3,4,1,4,3,4,4,4,1,1,4,1,9/8/2013 6:57:49 PM
150000212,4,3,4,3,2,4,2,3,4,3,4,4,4,4,2,4,3,4,4,2,2,4,3,4,4,2,4,2,3,4,4,3,4,4,2,4,2,2,4,4,2,3,4,3,2,4,2,2,3,2,9/8/2013 7:02:13 PM
152005855,2,3,2,2,3,1,3,4,3,4,2,3,4,4,2,3,4,5,5,3,3,3,1,3,4,2,4,2,2,3,4,3,4,2,2,2,3,2,4,5,4,2,1,3,3,4,1,3,3,1,9/8/2013 7:19:43 PM
151001561,5,3,4,3,3,3,4,4,5,3,3,4,2,2,1,3,3,3,3,3,2,3,3,4,4,3,2,3,2,3,4,2,3,3,4,3,4,4,3,3,4,3,3,3,4,4,3,3,3,4,9/8/2013 7:31:43 PM
153003735,5,3,5,3,4,2,2,3,4,3,3,3,4,5,2,4,4,4,5,0,3,4,4,2,3,1,4,4,3,4,4,3,3,4,2,4,4,1,2,4,2,4,4,3,3,4,2,2,4,2,9/8/2013 7:33:03 PM
150005354,5,3,4,2,3,2,3,5,4,2,3,4,3,4,4,3,3,3,2,3,3,1,3,5,4,2,3,3,2,3,3,4,3,3,2,4,3,3,4,3,2,2,2,3,3,2,2,3,4,2,9/8/2013 7:36:28 PM
151001407,4,4,5,2,3,2,4,3,4,4,2,5,3,5,2,2,2,3,4,4,3,3,2,5,5,1,4,2,1,4,4,3,4,4,1,3,4,3,4,2,4,2,4,3,4,2,3,3,5,4,9/8/2013 7:36:51 PM
153001637,5,5,4,1,4,5,4,5,4,4,2,4,3,5,1,2,2,2,5,2,4,1,2,5,1,5,4,3,1,3,0,5,4,3,2,4,1,1,1,3,2,1,1,3,4,4,3,2,5,1,9/8/2013 7:36:56 PM
150007464,3,4,3,3,4,3,2,4,3,4,3,3,3,4,3,2,3,4,4,4,3,3,2,2,2,2,4,3,3,3,2,3,3,4,2,3,3,3,3,4,3,3,3,4,2,3,2,2,3,2,9/8/2013 7:39:40 PM
153005057,3,4,5,5,4,5,1,3,4,5,4,1,5,3,1,5,4,5,5,2,4,4,1,1,2,3,4,5,3,5,4,1,4,4,2,4,5,1,2,4,1,4,0,4,3,5,1,1,5,2,9/8/2013 7:43:38 PM
151001138,4,3,2,2,5,4,4,3,4,4,3,5,4,5,3,3,3,3,4,2,5,3,4,5,4,2,5,4,2,4,4,5,4,3,3,4,5,3,3,3,3,3,2,3,3,2,4,3,2,4,9/8/2013 7:47:57 PM
152000628,4,3,4,2,3,3,3,2,3,3,3,3,4,5,4,3,3,3,3,3,2,2,3,2,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,4,2,9/8/2013 7:49:00 PM
152009642,4,3,4,4,4,3,2,3,4,3,3,2,3,4,2,4,4,4,4,2,3,3,2,2,4,2,4,4,3,4,4,2,4,4,2,4,3,2,3,4,1,3,3,4,3,3,2,2,4,2,9/8/2013 7:51:55 PM
150003657,1,4,2,2,5,3,1,2,5,3,4,5,4,4,2,4,3,2,3,1,4,2,1,5,5,2,3,4,2,5,4,1,3,4,2,3,2,2,1,5,3,1,1,1,3,5,2,2,2,3,9/8/2013 7:54:50 PM
151005461,4,3,2,1,5,3,4,2,4,5,4,2,3,4,2,3,4,4,4,2,3,4,1,2,3,1,4,3,4,5,4,4,4,4,1,5,4,1,1,3,3,2,4,3,2,3,2,1,3,3,9/8/2013 7:56:22 PM
