ID,qp1,qp2,qp3,qp4,qp5,qp6,qp7,qp8,qp9,qp10,qp11,qp12,qp13,qp14,qp15,qp16,qp17,qp18,qp19,qp20,qp21,qp22,qp23,qp24,qp25,qp26,qp27,qp28,qp29,qp30,qp31,qp32,qp33,qp34,qp35,qp36,qp37,qp38,qp39,qp40,qp41,qp42,qpTIME
152005797,2,4,5,5,5,1,3,5,5,2,5,2,1,5,5,5,2,2,5,1,5,2,3,2,5,5,1,5,1,5,4,1,5,5,1,4,5,1,5,1,3,5,12/8/13 0:39
153000215,1,5,5,4,1,1,2,1,1,1,5,1,1,5,5,5,1,3,5,1,1,2,1,5,5,5,3,5,1,5,4,1,4,5,1,5,5,5,5,1,4,5,12/8/13 3:48
152002388,3,3,5,5,1,1,4,2,1,1,3,2,2,3,2,5,1,1,4,1,2,3,1,4,3,5,4,4,1,5,4,1,1,4,1,2,3,2,3,1,5,4,12/8/13 12:03
150005177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/8/13 12:19
152001357,3,5,3,3,4,4,3,5,3,4,4,5,4,4,3,5,3,4,3,4,4,4,2,4,3,4,2,3,2,4,4,2,3,2,2,2,2,4,4,3,4,4,12/8/13 12:46
151002103,4,4,3,5,4,3,3,4,4,3,4,5,4,3,4,5,4,2,4,3,5,4,2,4,2,4,4,4,3,4,4,3,4,3,4,4,2,4,4,4,4,4,12/8/13 13:52
150004304,2,4,3,5,3,2,3,5,2,2,5,5,3,4,4,5,3,2,4,3,3,3,3,3,3,4,4,4,2,3,4,3,4,3,2,4,4,3,3,2,4,3,12/8/13 13:55
150001371,3,4,4,4,3,2,2,4,3,3,4,5,2,4,3,5,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,3,3,4,2,3,5,2,4,3,3,3,12/8/13 14:26
152005804,3,3,2,4,3,1,3,4,4,3,2,4,2,3,3,3,3,2,4,2,2,3,3,3,2,3,4,3,1,3,4,3,3,3,2,2,3,4,4,2,2,3,12/8/13 14:28
151000862,2,5,5,3,2,1,2,3,2,1,5,3,3,4,4,2,3,1,4,2,2,3,1,4,4,5,3,5,1,5,4,1,3,3,1,5,3,4,4,2,2,4,12/8/13 15:05
150007010,4,4,3,5,3,3,3,4,4,2,4,5,4,3,4,4,3,4,4,2,3,3,2,4,2,4,3,4,2,4,4,3,4,3,3,4,3,2,4,3,4,4,12/8/13 15:25
152009486,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/8/13 16:37
151002620,1,3,3,4,2,1,3,3,1,1,4,5,2,5,4,4,2,2,4,2,1,3,2,4,4,5,2,3,1,4,4,2,2,4,1,2,5,3,3,2,2,4,12/8/13 17:56
153004261,1,5,5,3,3,1,3,4,4,2,3,3,3,5,3,4,2,3,2,3,1,3,1,5,3,5,1,4,1,4,4,2,3,3,1,2,4,5,4,1,5,5,12/8/13 18:13
152004227,4,2,4,5,4,3,5,4,5,5,5,4,2,4,5,5,5,0,0,1,1,4,2,5,5,5,5,5,1,5,4,1,4,4,2,5,5,4,5,1,4,5,12/8/13 18:37
152005208,5,4,1,5,5,1,1,5,4,2,1,5,3,4,2,5,4,3,4,5,5,5,5,5,1,5,1,2,1,5,0,0,4,1,2,4,3,5,4,1,5,3,12/8/13 18:49
150005376,4,4,3,5,3,2,2,4,2,3,4,4,2,3,4,5,2,3,4,2,4,3,4,4,2,4,2,3,4,4,4,3,2,2,2,0,2,4,4,3,4,4,12/8/13 19:18
152004033,4,4,5,4,3,2,3,4,3,2,3,4,2,4,4,4,3,3,5,3,3,4,3,4,3,5,1,4,2,5,4,2,2,3,2,4,3,2,4,2,4,4,12/8/13 19:28
152003543,4,5,4,5,5,2,1,4,4,4,2,5,2,5,3,5,2,1,4,4,2,4,1,4,2,4,1,4,1,4,4,2,4,2,1,2,4,4,3,3,1,2,12/8/13 19:53
152005844,1,5,5,2,2,1,2,4,4,2,4,3,1,5,4,5,2,2,3,1,3,3,1,5,5,5,2,5,1,5,4,1,3,5,1,3,5,5,5,1,5,5,12/8/13 20:05
153000878,2,5,5,4,1,1,2,4,3,1,4,2,2,4,4,5,3,2,5,1,1,2,1,4,4,4,2,4,1,4,4,2,4,4,2,3,5,3,4,2,3,4,12/8/13 20:46
151005505,2,4,4,5,2,1,3,2,2,1,4,3,2,3,3,5,2,1,5,2,2,3,2,4,4,4,1,5,2,5,4,2,2,4,1,4,5,3,3,2,2,4,12/8/13 21:27
152009603,4,4,5,4,4,3,3,5,3,2,4,3,2,5,4,4,4,3,4,2,4,3,2,4,5,5,3,5,2,5,4,2,3,4,2,3,4,3,4,2,4,4,12/8/13 21:51
150006260,1,4,3,3,2,4,2,3,3,3,4,2,4,4,4,4,2,3,3,3,2,4,2,4,3,3,3,4,2,4,0,3,3,3,3,4,4,0,3,2,4,3,12/8/13 22:00
153002825,4,4,5,5,2,3,2,4,4,2,4,2,2,4,4,4,4,2,3,1,5,1,2,5,4,5,5,4,2,4,4,1,3,4,3,4,4,2,4,2,3,3,12/8/13 22:18
150008559,2,5,1,5,5,2,3,5,1,4,5,5,1,1,3,1,1,1,1,3,5,4,2,5,1,5,3,3,2,1,4,5,5,3,2,4,1,1,5,4,2,3,12/8/13 22:20
155009599,3,2,5,4,4,5,3,5,1,2,4,5,4,3,3,1,1,1,1,1,5,4,1,1,3,3,3,4,2,4,4,4,1,2,3,3,5,5,3,5,3,3,12/8/13 23:01
152004781,4,5,5,4,3,2,2,4,3,2,4,5,4,5,4,5,4,1,5,3,3,4,4,4,5,4,3,5,3,5,4,3,4,5,5,5,4,5,4,3,3,5,12/8/13 23:19
152004862,4,5,5,4,4,2,4,5,3,2,4,5,2,4,5,4,2,3,4,1,2,3,3,4,4,4,5,5,1,5,4,2,3,3,2,3,4,4,5,3,3,4,12/9/13 0:19
151008349,4,4,2,3,5,1,4,3,4,1,4,5,2,2,4,5,1,1,5,2,2,2,2,5,5,5,1,5,3,3,4,1,4,4,2,3,5,5,5,1,1,2,12/9/13 0:19
151001535,2,1,4,3,3,1,2,5,1,1,2,2,1,4,4,5,2,2,3,2,2,3,3,2,4,4,2,4,2,5,4,2,3,4,2,3,4,4,3,2,3,3,12/9/13 0:23
151003780,4,4,4,5,3,4,4,3,3,4,3,5,4,4,4,4,5,5,3,3,5,4,4,4,4,0,3,4,4,4,4,4,3,3,3,3,3,4,4,5,4,4,12/9/13 0:57
140002079,3,4,4,4,2,2,1,4,3,2,3,2,2,4,3,4,2,1,3,2,5,4,3,3,4,4,4,3,2,4,4,2,4,4,2,2,4,2,4,2,3,4,12/9/13 0:58
137007085,4,5,5,0,2,1,1,4,3,2,2,5,1,2,4,3,3,2,3,2,3,4,4,3,2,5,3,4,1,4,4,2,3,2,1,4,4,1,4,2,3,4,12/9/13 1:58
152006649,4,5,4,5,3,3,3,4,5,3,4,4,3,4,4,4,4,3,4,3,4,3,2,4,4,5,4,5,2,4,4,3,3,4,3,3,4,4,4,3,3,4,12/9/13 10:24
153002481,2,3,4,4,4,2,3,4,3,4,4,3,4,3,4,4,4,3,4,3,4,4,2,3,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,3,3,3,12/9/13 11:13
150006291,4,3,3,4,4,4,3,4,3,2,2,4,4,3,4,3,4,3,4,2,4,4,2,4,2,3,3,3,2,4,4,3,4,3,3,4,3,2,3,4,3,3,12/9/13 11:15
151003376,2,4,5,3,4,1,2,2,2,1,5,2,2,4,4,4,1,4,1,1,1,2,1,5,4,5,2,4,1,5,4,1,5,4,1,4,5,4,5,2,5,5,12/9/13 11:16
150008557,2,4,4,3,3,3,2,3,2,2,4,5,4,4,3,3,4,2,2,2,2,2,2,2,3,4,3,4,2,4,4,3,2,3,1,2,4,3,3,2,4,4,12/9/13 11:54
151004155,2,4,5,4,5,2,3,5,2,2,4,4,2,5,3,5,4,3,3,4,2,3,2,2,3,4,3,4,2,5,4,2,3,3,1,2,5,4,4,3,3,3,12/9/13 13:17
150009294,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/9/13 14:11
150006182,1,3,5,3,1,1,3,2,1,1,5,4,0,0,5,0,1,5,4,2,1,2,0,5,5,4,2,5,1,5,4,1,3,4,1,3,4,2,5,2,3,5,12/9/13 14:31
155008861,3,5,0,5,3,1,1,5,4,1,5,5,4,5,2,2,1,4,3,1,1,4,2,3,5,5,5,5,2,5,4,1,4,3,1,2,5,1,5,3,5,5,12/9/13 15:16
153000176,4,4,4,5,2,1,3,4,5,2,3,5,1,4,4,4,3,4,4,3,2,4,3,5,4,5,4,5,1,4,4,2,2,3,1,4,4,4,5,2,3,4,12/9/13 16:19
150001615,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/9/13 16:31
152001881,5,1,3,5,4,4,3,4,2,4,5,5,3,4,3,3,4,4,5,5,5,5,3,4,1,2,3,4,2,3,4,4,4,2,3,1,3,1,4,4,5,2,12/9/13 17:03
150000212,2,4,4,4,4,3,3,4,2,2,4,4,2,4,2,4,3,3,4,3,2,4,2,4,4,0,3,4,2,4,4,3,4,4,2,2,3,3,4,3,4,4,12/9/13 17:27
150007519,4,3,3,4,3,3,2,5,2,2,4,5,2,2,5,5,2,2,4,2,4,4,2,5,3,4,4,4,1,4,4,3,3,3,2,2,3,4,4,3,5,4,12/9/13 17:28
153001890,4,4,5,2,2,3,4,4,3,2,4,4,2,4,4,1,4,2,2,4,5,4,2,4,4,1,2,4,2,3,4,2,4,2,2,4,5,4,4,2,1,2,12/9/13 17:32
151004900,2,4,3,5,4,1,1,5,1,2,3,5,2,3,4,3,1,2,5,2,4,3,2,4,1,3,5,3,2,4,4,3,4,3,1,4,2,4,3,3,4,4,12/9/13 17:43
150006017,2,5,3,5,2,2,2,4,4,1,5,4,1,4,3,3,3,2,5,1,1,2,1,5,4,4,3,3,2,4,4,3,4,5,3,5,3,4,2,4,3,3,12/9/13 19:50
154002551,3,5,1,2,1,1,4,5,5,2,5,3,1,2,5,5,3,2,2,4,2,4,4,5,1,5,4,3,1,5,4,1,2,4,1,5,4,1,3,3,3,5,12/9/13 20:39
150007398,2,4,2,5,4,1,3,4,2,1,4,5,1,3,4,5,1,2,5,2,2,4,1,4,3,5,5,4,1,4,4,3,2,2,2,3,4,2,4,2,3,5,12/9/13 21:25
152001808,4,2,3,5,4,3,2,4,4,2,5,4,4,2,3,3,4,4,2,2,3,3,3,3,3,4,4,2,4,4,4,2,3,4,2,4,3,5,4,1,2,4,12/9/13 22:37
153005040,3,4,3,3,2,3,3,4,2,2,4,2,2,3,2,5,4,4,3,2,2,2,2,4,3,4,3,3,2,4,4,3,3,4,3,3,3,4,4,2,4,4,12/9/13 22:41
152009112,5,4,4,4,3,1,2,4,2,2,5,5,1,4,3,2,4,1,4,4,2,4,3,4,4,5,2,4,4,4,4,4,4,4,2,4,1,2,4,2,2,4,12/9/13 22:58
151000691,2,2,3,5,4,3,3,4,2,2,4,5,3,5,3,5,1,1,3,4,4,4,2,2,3,4,5,3,3,3,4,4,4,3,1,2,1,3,3,3,5,3,12/9/13 23:07
153001662,3,4,4,3,3,4,4,2,3,4,4,4,3,3,3,4,4,4,2,3,3,3,4,3,4,2,1,4,4,3,4,3,3,5,3,4,2,3,3,4,4,2,12/10/13 1:37
151004563,5,4,3,5,4,3,5,5,3,2,5,5,4,5,5,3,1,2,5,2,2,4,1,4,2,4,2,4,1,5,4,3,2,3,1,4,5,4,3,2,2,5,12/10/13 2:07
138008060,3,4,4,4,4,1,3,4,3,2,4,3,2,4,4,4,2,1,2,2,2,2,1,4,1,4,3,4,1,4,4,2,2,1,1,3,4,2,4,1,1,3,12/10/13 2:47
144004988,5,3,4,5,5,4,5,5,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/10/13 3:26
149006065,2,3,3,3,4,4,4,3,2,4,3,0,2,4,4,4,3,2,3,1,2,3,3,2,3,3,2,3,2,3,4,2,3,4,2,2,1,1,1,2,3,2,12/10/13 3:27
144004988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,5,5,5,5,5,12/10/13 3:27
152003489,4,5,5,4,4,2,3,4,4,1,0,3,3,5,5,5,1,4,5,1,5,1,3,4,3,4,1,5,2,5,4,3,3,3,1,3,5,5,5,4,5,5,12/10/13 10:53
152000729,3,4,3,4,4,2,4,4,3,1,5,5,5,5,4,4,4,4,1,1,2,4,4,3,5,4,4,4,4,2,4,2,4,4,2,4,4,3,4,2,3,4,12/10/13 12:47
151000949,2,5,5,4,4,1,1,5,5,1,4,5,1,5,5,4,2,3,5,3,5,1,1,5,5,4,5,5,1,5,4,2,1,4,1,5,4,4,5,2,3,5,12/10/13 13:06
128000995,3,4,3,4,2,2,3,3,4,2,4,3,3,4,3,3,4,4,3,3,3,4,4,3,3,4,5,3,4,4,4,4,4,3,4,0,4,4,3,3,4,3,12/10/13 13:07
151007742,1,5,3,4,2,2,3,4,4,2,5,5,2,4,2,5,1,1,3,2,4,2,1,4,3,5,1,5,1,5,4,2,2,3,2,3,4,4,4,3,4,4,12/10/13 13:46
153000878,2,5,4,4,2,1,2,4,3,2,5,3,2,5,5,5,2,2,4,2,2,2,2,5,4,5,2,5,2,4,4,2,4,5,2,3,5,3,4,2,3,4,12/10/13 13:47
153003249,4,3,2,4,1,3,4,2,4,5,5,3,0,1,3,3,2,2,3,4,4,2,5,1,2,5,2,1,4,2,4,2,3,4,1,4,3,1,5,4,2,3,12/10/13 13:49
145004470,2,3,5,2,4,3,5,2,4,1,4,2,2,4,4,1,4,3,3,4,2,1,3,3,4,2,5,5,2,4,3,3,4,1,2,1,5,4,3,5,3,3,12/10/13 13:51
145004470,4,2,2,3,2,3,2,4,3,2,2,5,4,2,3,3,3,2,3,2,4,4,2,2,2,4,4,3,3,2,4,4,4,3,3,2,1,3,3,3,3,2,12/10/13 14:00
152007923,4,4,3,4,5,4,2,5,4,3,3,5,2,4,4,0,3,3,5,2,3,4,4,4,4,4,3,4,2,4,4,1,4,4,2,3,4,2,3,2,3,4,12/10/13 14:50
152004533,1,4,3,4,2,2,1,1,2,2,4,2,1,4,4,2,2,2,4,4,1,4,4,5,5,1,1,5,1,4,4,3,3,3,3,3,4,0,2,4,4,4,12/10/13 15:47
144007591,1,4,3,4,2,1,3,4,4,2,3,2,1,3,3,3,3,1,3,3,1,1,2,4,4,5,1,5,1,5,4,1,2,3,1,4,4,5,4,1,2,4,12/10/13 15:48
150005813,2,5,5,4,2,1,2,4,1,1,5,3,2,4,4,4,1,3,4,2,3,2,2,4,4,5,1,5,1,5,4,1,5,5,1,3,4,5,4,1,3,4,12/10/13 15:48
152004614,3,4,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/10/13 16:00
151009757,2,3,3,4,2,2,2,4,2,2,4,4,2,3,4,4,3,2,4,2,2,4,2,4,3,4,3,4,2,3,4,3,4,4,2,4,4,4,4,2,3,3,12/10/13 16:30
152002092,4,3,3,4,4,2,2,5,4,2,3,5,2,3,2,4,3,3,4,5,3,4,3,4,2,4,2,4,4,4,4,2,4,3,3,4,5,2,4,3,4,4,12/10/13 16:52
151001044,5,4,3,4,5,4,3,4,2,4,4,4,3,3,4,4,3,4,3,4,4,4,3,4,3,4,3,3,4,4,4,3,3,3,3,3,4,3,4,3,3,3,12/10/13 16:58
149009782,4,4,2,5,3,3,3,5,3,4,5,5,2,3,4,5,4,5,5,4,3,4,4,5,5,4,4,4,3,3,4,1,4,4,3,3,3,2,4,3,4,4,12/10/13 17:05
150008726,2,3,5,4,3,4,2,5,5,1,5,1,1,5,5,5,4,1,4,5,2,3,4,3,4,4,5,5,1,5,4,1,3,3,1,4,3,2,3,4,1,4,12/10/13 18:56
152007329,5,4,1,5,2,2,3,4,5,3,3,5,3,3,4,5,4,1,4,3,5,3,3,5,2,4,3,4,2,5,4,1,1,4,3,4,3,4,4,1,3,5,12/10/13 20:23
152002344,2,5,5,4,2,1,1,4,3,2,5,4,1,5,4,5,2,1,0,2,2,4,2,4,5,5,3,4,2,4,4,1,4,4,2,4,4,2,4,1,2,5,12/10/13 21:47
152006452,3,4,5,5,5,3,3,3,4,5,5,4,2,5,5,4,5,2,4,1,5,5,3,4,5,5,5,5,2,5,4,2,3,3,1,2,5,3,4,2,5,4,12/10/13 22:06
150000650,1,4,5,4,2,3,2,4,4,2,3,5,2,2,4,5,2,1,4,3,4,4,1,4,3,4,3,3,2,3,4,4,2,4,2,2,4,5,4,2,3,5,12/10/13 22:54
146003908,2,5,5,2,2,3,2,4,2,4,4,3,1,3,3,5,2,1,2,3,4,2,2,5,2,5,1,2,2,5,4,1,4,4,1,2,4,4,4,2,1,4,12/10/13 23:04
146008535,2,4,4,3,2,2,3,3,1,2,5,5,5,4,4,5,2,1,1,3,2,2,2,4,4,4,1,4,1,5,4,1,2,4,2,4,5,1,4,2,2,4,12/10/13 23:19
151001990,2,5,0,3,1,1,3,2,1,3,5,3,3,3,3,5,1,4,4,3,3,2,3,3,5,3,3,5,2,3,3,1,3,4,5,4,3,3,3,3,3,3,12/10/13 23:19
146008035,5,5,3,5,2,3,2,5,2,5,3,5,5,2,3,1,1,3,5,1,5,5,3,3,2,4,3,3,5,3,4,4,2,2,1,4,5,3,3,3,2,3,12/11/13 0:15
152000767,3,3,3,3,3,2,2,3,4,1,3,1,3,3,3,5,2,3,3,4,4,4,4,4,1,5,5,2,1,2,4,3,3,2,3,0,4,4,3,3,3,3,12/11/13 1:02
149009785,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/11/13 1:25
149004341,3,4,4,4,5,3,3,4,4,3,3,5,2,4,2,4,3,2,4,3,4,3,3,4,3,4,4,4,2,4,4,2,2,3,1,2,3,3,4,3,3,3,12/11/13 9:55
151000295,3,2,3,1,2,2,4,4,2,2,3,3,2,2,2,4,5,4,0,3,3,3,2,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/11/13 10:49
151002008,4,5,4,5,3,4,4,5,3,3,4,3,4,5,4,4,3,5,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,4,3,4,4,12/11/13 10:54
152004227,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,0,5,4,5,5,5,5,5,5,5,5,5,5,5,12/11/13 11:35
149009718,2,4,4,5,2,2,2,5,4,3,5,5,2,3,4,4,3,3,4,2,3,4,2,4,5,5,3,4,3,4,4,2,4,4,1,4,4,4,4,1,3,4,12/11/13 12:07
150002990,5,5,5,5,3,5,5,5,5,5,5,1,1,2,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,4,5,5,5,5,4,5,4,5,4,5,4,12/11/13 13:03
144009771,4,3,3,4,3,3,3,4,4,3,4,4,3,4,4,4,3,3,4,2,2,3,2,4,4,4,4,4,1,5,4,2,4,4,3,4,3,4,4,2,3,4,12/11/13 14:02
150007965,4,4,3,3,3,2,3,3,4,2,4,4,3,3,4,3,3,4,4,2,3,3,3,4,2,3,3,4,2,3,4,2,3,3,3,4,4,3,4,2,3,4,12/11/13 14:45
152007188,1,1,3,5,1,1,1,5,1,1,5,5,1,3,5,5,4,1,4,1,1,4,1,5,3,5,1,2,1,4,4,1,3,5,2,3,2,2,5,1,2,3,12/11/13 15:01
152001217,3,5,4,5,4,1,0,3,1,2,5,4,2,3,4,5,3,3,4,2,5,5,0,4,1,4,3,2,2,4,4,2,3,1,3,3,4,1,2,4,3,4,12/11/13 15:15
146000061,1,5,4,3,2,2,3,4,3,2,4,3,1,5,4,4,1,1,3,2,2,2,2,5,4,4,2,4,1,5,4,1,4,4,1,2,5,4,5,1,1,4,12/11/13 15:52
151007493,2,4,4,4,3,2,2,2,2,1,4,3,1,4,4,3,4,1,4,2,2,2,1,4,3,4,1,4,1,5,4,1,5,4,1,3,5,2,4,2,2,4,12/11/13 15:56
152007282,2,5,5,5,1,1,2,3,4,1,5,3,1,5,5,5,1,2,3,1,2,3,1,5,5,5,2,5,1,5,4,1,1,5,1,3,3,3,5,1,5,5,12/11/13 15:57
150009170,2,5,4,4,2,2,3,3,3,2,5,4,2,2,4,4,2,2,4,2,4,3,2,3,2,5,4,4,2,3,4,3,2,3,2,2,3,3,4,2,4,3,12/11/13 15:58
150004061,4,2,4,5,3,4,4,4,3,1,4,4,3,4,3,4,2,4,3,2,2,4,4,4,2,3,3,4,2,4,4,2,4,3,3,1,3,4,2,4,4,2,12/11/13 16:07
151003133,4,5,0,3,2,1,3,5,5,3,3,4,2,4,5,5,3,1,3,3,1,3,1,4,4,4,3,4,1,4,4,1,3,4,1,3,3,2,4,1,1,4,12/11/13 17:01
152008936,3,3,3,3,3,3,4,4,4,2,4,3,3,3,3,1,2,2,2,3,2,2,2,3,1,2,4,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,12/11/13 17:25
146000598,3,4,4,4,4,1,2,2,4,2,3,3,2,3,3,4,3,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,12/11/13 18:02
154007834,3,4,4,4,4,2,2,4,3,2,4,4,3,4,3,3,3,3,4,3,2,3,3,5,3,5,4,4,2,4,4,2,4,3,2,3,4,5,4,3,3,3,12/11/13 18:04
152008074,3,5,5,5,4,1,5,5,5,1,5,5,1,5,5,5,1,5,5,1,1,1,1,5,1,5,1,5,1,5,4,3,1,5,1,5,1,5,5,1,5,5,12/11/13 18:08
,2,5,2,4,3,2,5,4,2,2,3,5,2,3,4,2,3,1,4,2,3,4,4,4,3,4,4,4,2,3,4,3,3,3,3,1,2,3,4,4,2,4,12/11/13 18:10
153001637,4,3,1,5,2,2,5,4,3,4,4,5,2,2,3,4,2,1,3,2,4,3,4,4,3,3,5,4,1,4,4,2,2,2,3,2,4,1,4,4,5,4,12/11/13 18:10
152008414,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12/11/13 19:53
153001504,4,5,4,3,3,2,2,4,4,2,4,4,2,4,4,4,4,3,4,2,3,2,3,3,3,4,2,4,1,3,4,2,4,4,3,2,4,4,4,3,4,3,12/11/13 20:06
145007880,2,4,4,4,2,2,2,3,4,1,3,4,2,4,4,5,2,2,3,3,2,2,2,4,4,4,3,4,2,0,4,2,2,4,2,4,4,4,4,2,4,4,12/11/13 20:10
146005060,4,3,5,4,3,3,2,4,3,5,4,5,3,5,4,3,2,3,4,3,4,4,3,4,3,5,3,4,3,4,4,3,4,3,1,3,3,2,4,3,4,4,12/11/13 20:21
151002766,2,3,4,3,4,2,3,5,4,1,5,2,2,4,4,2,3,3,4,3,4,3,4,4,5,4,2,5,1,4,4,1,3,3,2,5,4,5,3,2,3,4,12/11/13 21:07
150001090,1,5,5,3,1,1,3,5,2,1,5,5,2,5,5,5,5,5,5,3,2,2,1,5,4,5,5,5,1,1,4,2,2,5,1,3,5,5,5,1,5,5,12/11/13 21:18
151004084,2,5,5,5,5,3,3,2,1,4,5,2,4,5,5,5,5,2,4,3,2,3,2,4,5,5,1,5,1,5,4,1,5,3,1,2,5,3,5,4,2,5,12/11/13 21:24
151004466,2,5,4,3,3,2,1,4,3,4,4,5,1,3,3,5,3,1,2,4,1,4,1,4,3,3,4,4,2,4,4,2,3,4,2,2,4,4,4,4,3,4,12/11/13 21:47
151005126,3,4,2,3,5,1,3,5,3,1,2,5,3,1,1,5,3,3,1,5,3,5,3,2,4,2,4,4,3,3,4,2,3,3,4,2,5,3,2,3,3,3,12/11/13 22:03
152007074,5,2,1,5,4,3,2,5,3,2,3,5,2,1,4,3,4,2,4,3,2,2,3,4,3,2,3,1,2,1,4,2,2,2,5,3,1,4,2,3,3,2,12/11/13 23:09
150007464,3,2,3,3,4,2,3,4,3,3,3,3,3,4,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,2,3,3,2,3,3,4,4,12/11/13 23:09
150007826,4,2,2,4,2,2,2,5,4,2,3,4,2,4,4,3,2,2,3,3,3,4,4,4,1,4,4,4,2,2,4,4,2,4,2,0,2,2,4,3,1,4,12/11/13 23:11
148005196,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12/11/13 23:32
152002270,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/11/13 23:35
152001042,4,3,2,4,4,3,2,1,5,1,2,3,4,4,5,3,4,4,5,5,4,3,4,5,3,4,3,2,1,3,4,3,3,2,4,1,5,5,4,3,1,2,12/11/13 23:57
151008209,3,4,4,4,3,1,3,4,0,2,5,5,2,5,5,3,2,2,5,1,2,2,2,5,5,5,3,3,1,5,4,2,2,5,1,5,5,2,5,1,3,5,12/11/13 23:58
150002427,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12/12/13 0:21
151003947,2,4,1,5,3,1,3,4,1,1,5,5,2,3,4,3,2,1,1,3,3,3,2,4,2,4,4,3,2,3,4,2,4,2,2,4,2,4,4,3,3,3,12/12/13 0:28
151004466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12/12/13 0:32
152002101,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,4,5,4,4,4,4,4,12/12/13 10:11
145007729,2,4,4,4,3,2,2,4,3,2,4,4,2,5,4,3,3,1,3,1,3,2,2,4,4,5,1,4,1,5,4,2,3,5,1,3,4,2,4,1,1,5,12/12/13 10:28
152009872,5,5,4,5,4,4,4,5,3,3,4,5,3,4,5,4,3,2,4,3,3,3,2,3,3,4,4,3,3,4,4,3,3,4,4,3,5,4,4,3,3,4,12/12/13 11:59
150003704,4,4,5,5,3,2,3,4,5,2,4,4,4,2,3,5,4,3,3,4,5,0,4,4,3,4,2,3,4,2,4,2,5,2,4,4,2,3,3,4,3,3,12/12/13 12:34
151001407,5,5,4,5,2,2,4,4,4,3,4,2,1,4,4,4,3,3,3,2,2,3,2,4,3,4,3,5,2,4,4,2,4,4,1,3,5,3,4,2,3,4,12/12/13 12:42
154000084,2,2,3,0,3,0,1,4,1,2,5,5,2,4,4,5,2,1,2,1,1,3,2,5,4,5,3,5,1,5,4,2,5,4,1,3,4,2,5,1,2,4,12/12/13 13:29
151004873,4,2,4,4,4,2,4,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4,2,3,3,3,3,3,2,4,4,3,2,3,3,4,4,2,4,2,4,4,12/12/13 15:34
152002280,3,4,4,2,2,2,1,3,2,1,4,4,3,4,5,4,2,2,4,3,2,3,2,4,3,4,2,4,1,4,4,2,4,4,1,3,4,4,4,2,2,2,12/12/13 16:08
