ID,qp1,qp2,qp3,qp4,qp5,qp6,qp7,qp8,qp9,qp10,qp11,qp12,qp13,qp14,qp15,qp16,qp17,qp18,qp19,qp20,qp21,qp22,qp23,qp24,qp25,qp26,qp27,qp28,qp29,qp30,qp31,qp32,qp33,qp34,qp35,qp36,qp37,qp38,qp39,qp40,qp41,qp42,qpTIME
152005788,1,4,5,5,1,1,4,2,1,1,5,3,1,3,4,5,3,5,5,3,1,5,1,5,5,5,5,5,1,5,4,1,2,5,1,1,5,2,5,2,3,5,12/4/13 23:13
153001661,4,5,5,5,4,3,5,1,4,1,5,5,3,5,5,5,3,4,3,3,3,4,2,4,4,5,3,5,1,5,4,2,4,4,1,3,5,5,5,3,5,5,12/5/13 0:58
148006116,4,4,4,5,3,4,5,4,2,3,5,4,4,5,4,4,5,1,2,2,2,3,2,4,4,4,1,4,1,4,4,3,4,4,2,4,4,4,4,1,3,5,12/5/13 1:32
150006328,2,4,4,4,4,3,3,4,3,1,5,5,5,4,0,0,2,2,4,2,3,3,2,5,4,4,3,4,1,2,4,2,4,3,2,2,3,4,4,2,4,3,12/5/13 4:00
151004594,2,2,2,5,3,3,3,4,3,2,3,4,1,4,4,5,1,2,1,1,2,2,1,4,1,5,4,4,1,4,4,1,3,4,4,1,1,1,2,1,2,1,12/5/13 13:44
144008073,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12/5/13 14:54
150006866,5,5,5,5,5,5,5,5,3,5,3,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12/5/13 14:57
145004187,4,4,3,4,4,4,3,5,2,2,3,5,5,3,3,2,3,3,4,3,2,3,3,2,2,3,3,3,3,4,4,2,4,3,4,4,3,3,4,4,3,4,12/5/13 14:58
152007695,2,5,5,5,5,5,3,5,5,1,5,5,2,5,5,2,2,2,5,5,5,5,2,5,2,5,5,5,2,5,4,4,2,4,2,4,5,2,5,4,5,2,12/5/13 15:05
150007185,4,3,3,4,4,3,2,3,1,4,4,4,3,2,4,4,3,2,4,3,3,3,3,4,3,3,3,3,2,3,4,2,1,3,3,2,3,3,3,2,3,3,12/5/13 15:07
150005248,1,2,4,4,2,2,1,2,2,1,4,5,2,5,3,3,2,1,4,3,1,2,2,3,5,1,3,2,1,5,4,4,4,3,2,2,3,5,4,1,3,4,12/5/13 15:07
152001434,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,1,3,2,4,2,3,5,4,1,4,4,3,4,2,4,3,4,4,3,4,4,4,12/5/13 15:08
151000089,3,5,3,4,2,4,3,4,3,2,3,4,3,3,3,3,2,1,3,3,2,4,3,3,2,4,3,4,2,4,4,2,3,3,4,2,3,3,2,4,3,3,12/5/13 15:08
149004227,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/5/13 15:11
151004097,2,4,2,4,3,2,2,4,4,2,2,4,2,4,4,5,4,2,4,2,4,4,2,4,2,4,2,2,2,4,4,2,3,3,2,2,1,3,4,3,2,3,12/5/13 15:12
154009490,5,4,3,3,5,3,3,3,0,3,3,5,3,3,3,3,3,2,3,3,4,3,2,3,1,3,3,2,2,3,4,3,1,1,3,1,2,3,2,3,3,2,12/5/13 15:16
151000051,4,2,4,5,3,3,2,4,1,2,1,3,1,1,3,3,5,2,4,4,5,4,3,2,2,5,3,4,2,5,4,4,4,5,4,5,5,5,5,1,5,5,12/5/13 15:17
151004095,2,3,4,2,3,3,2,5,1,2,5,5,5,2,4,5,3,4,2,2,3,4,4,5,3,5,4,3,1,5,4,3,4,2,1,3,5,5,3,4,2,3,12/5/13 15:17
,5,4,2,4,3,2,2,4,2,4,4,5,2,3,4,3,3,2,2,2,2,4,3,4,3,5,3,5,3,4,4,2,2,4,3,4,4,4,4,2,4,2,12/5/13 15:20
152007678,1,3,4,3,2,3,2,4,1,1,5,5,3,3,2,3,2,3,3,2,2,4,3,4,3,3,2,3,2,3,4,2,3,3,2,3,2,3,2,2,3,3,12/5/13 15:22
151002986,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12/5/13 15:28
152009545,2,4,3,2,4,2,3,4,2,4,3,5,4,2,5,3,3,1,5,3,3,4,1,1,1,5,4,4,1,4,4,5,3,4,2,1,4,4,4,3,2,4,12/5/13 15:30
145009883,2,4,4,5,2,2,3,4,4,2,4,4,4,0,4,4,4,2,3,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/5/13 15:45
153009731,3,4,5,5,2,1,1,4,3,1,5,4,3,4,4,4,4,1,4,2,3,4,1,4,5,4,4,5,1,5,4,2,4,4,1,5,3,4,5,1,3,5,12/5/13 15:50
152004556,2,4,2,4,2,1,2,3,2,2,4,4,2,4,4,4,2,4,4,2,5,4,2,3,3,4,4,4,2,4,4,2,3,4,2,3,4,3,4,3,4,4,12/5/13 15:50
151004553,3,2,3,4,4,3,3,4,1,4,4,5,2,2,3,3,2,1,2,2,4,4,3,4,3,4,4,3,3,4,4,4,3,2,2,3,2,2,3,2,3,3,12/5/13 16:01
150001361,2,4,4,3,2,2,3,4,1,3,3,1,2,2,3,4,2,1,3,5,3,2,3,3,4,5,3,4,1,5,4,2,2,4,2,2,4,1,4,2,3,3,12/5/13 16:01
150008145,4,4,2,3,4,4,5,5,1,4,3,2,4,4,2,4,4,3,5,1,3,4,0,2,3,1,4,2,1,2,4,1,2,4,2,4,4,2,4,2,3,3,12/5/13 16:01
151004084,1,3,5,3,5,2,2,3,2,1,5,1,5,5,5,4,5,2,4,2,2,3,2,5,5,5,1,5,1,5,4,1,5,4,1,3,5,5,5,2,3,5,12/5/13 16:03
150002493,3,5,5,4,3,2,2,4,3,2,4,3,2,5,3,4,3,2,4,2,2,2,1,4,3,5,2,3,1,4,4,2,2,3,3,3,5,4,5,2,5,3,12/5/13 16:13
152002462,3,4,4,3,3,3,2,2,1,2,5,4,3,4,4,3,2,2,2,2,3,4,3,4,3,4,1,4,2,4,4,2,4,4,2,2,3,4,4,2,3,4,12/5/13 16:23
154002181,2,5,5,3,1,1,2,4,3,1,4,4,2,4,4,4,2,4,4,1,1,2,2,3,3,5,2,4,1,4,4,1,2,4,1,3,4,4,2,2,4,4,12/5/13 16:24
151004549,3,4,3,0,4,2,2,4,3,2,5,4,2,4,4,4,3,1,3,2,2,3,2,5,3,5,2,3,1,3,4,1,3,4,2,2,2,2,3,2,4,5,12/5/13 16:24
150009061,2,4,5,5,3,3,4,4,1,2,4,3,2,5,5,4,3,5,4,1,1,2,1,3,3,4,2,5,1,5,4,2,4,4,2,4,5,5,5,1,5,5,12/5/13 16:31
152004066,2,3,4,5,2,1,1,4,2,3,4,4,1,4,4,4,1,3,4,1,1,3,1,4,4,4,3,4,1,4,4,1,1,4,1,4,4,2,2,2,2,4,12/5/13 16:41
152004542,4,2,3,4,4,3,3,4,3,3,3,5,2,3,2,3,3,3,3,2,4,4,2,3,3,4,3,3,2,3,4,3,4,2,3,3,3,3,4,3,3,3,12/5/13 16:45
152000405,2,5,5,3,2,1,1,5,1,1,4,4,2,3,4,5,1,1,4,4,3,2,2,4,5,5,2,5,1,5,4,3,4,5,2,1,4,1,3,1,1,4,12/5/13 16:50
150007965,3,4,3,3,3,2,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/5/13 16:56
152003620,2,5,3,4,5,4,2,3,1,2,4,5,4,4,5,5,3,3,3,2,2,2,1,5,2,4,1,4,1,4,4,3,4,2,1,1,1,4,4,3,4,4,12/5/13 17:03
150008678,3,2,2,4,4,4,3,5,4,2,2,5,4,4,3,2,3,4,4,3,4,4,2,4,2,4,4,4,2,4,4,1,2,3,3,1,4,4,4,4,4,2,12/5/13 17:07
152008808,2,4,5,5,2,4,1,4,4,2,5,3,2,4,4,5,2,3,4,2,3,2,1,5,5,4,3,4,1,5,4,1,4,4,2,4,3,4,4,2,3,3,12/5/13 17:11
155007214,1,3,2,5,5,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,4,3,3,1,3,3,3,1,3,4,3,3,3,3,3,3,3,3,3,3,3,12/5/13 17:22
151005289,2,5,5,5,2,1,2,2,4,1,5,4,4,5,5,5,1,2,4,2,1,2,1,5,5,5,2,5,1,5,4,1,2,4,1,3,4,4,5,2,2,5,12/5/13 18:38
153001316,1,4,3,4,3,4,5,4,1,1,3,3,2,1,3,3,1,2,1,1,1,5,1,2,3,4,1,2,1,2,4,3,2,5,4,4,2,1,2,2,1,3,12/5/13 18:40
152004363,3,3,5,5,2,1,3,4,1,1,5,5,1,5,5,5,1,3,4,1,4,1,1,4,4,5,1,5,1,5,4,1,1,3,1,5,4,2,4,4,3,5,12/5/13 18:41
151008481,2,4,3,4,1,1,3,4,1,3,4,4,1,4,2,5,2,2,2,2,2,3,2,4,5,4,3,3,1,3,0,3,2,3,2,1,1,4,3,1,3,3,12/5/13 19:21
152000957,1,5,4,3,1,1,1,3,3,4,4,2,2,5,4,5,1,1,2,1,1,1,1,5,5,4,3,4,1,4,4,2,5,5,5,3,4,1,5,1,3,4,12/5/13 19:25
150008875,2,4,4,4,2,1,3,4,4,2,5,5,2,3,3,5,4,2,4,2,2,4,2,4,4,4,5,4,1,5,4,1,4,3,2,3,3,2,5,2,4,4,12/5/13 19:41
57009638,2,2,3,5,1,1,3,1,1,1,4,4,1,3,5,4,1,1,3,1,1,2,1,4,5,5,1,5,1,5,4,1,2,3,2,4,2,4,4,1,2,5,12/5/13 20:21
150009773,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12/5/13 20:38
150006770,4,4,4,2,5,2,2,5,1,2,4,4,4,4,4,3,2,2,2,2,5,2,1,4,4,4,3,4,1,4,4,2,4,4,4,4,4,4,4,3,2,4,12/5/13 21:50
151009710,3,5,5,5,4,3,4,5,5,2,5,1,3,4,4,5,5,2,4,1,1,2,1,5,5,5,5,5,1,5,4,1,5,5,1,5,4,2,5,2,1,3,12/5/13 21:56
150007771,5,5,5,5,5,5,4,4,4,5,4,4,3,5,5,3,4,4,4,4,5,4,5,5,5,4,3,3,3,5,5,3,4,4,3,3,3,4,4,4,4,3,12/5/13 22:52
150004407,3,3,3,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/5/13 23:17
152001882,2,5,4,3,2,1,4,4,5,1,5,3,2,5,4,5,2,2,4,2,2,2,2,5,5,4,4,5,1,5,4,2,4,4,1,4,4,3,5,2,2,5,12/5/13 23:23
152004533,3,4,4,4,2,2,2,4,4,2,5,2,1,5,3,3,4,2,4,2,4,3,2,5,4,3,2,4,3,3,4,5,2,4,3,4,4,2,4,4,3,3,12/5/13 23:23
152003296,3,4,4,4,4,2,3,4,3,2,4,4,3,3,4,3,2,1,4,3,4,4,3,4,3,4,3,4,1,4,4,2,3,3,2,3,4,4,3,3,3,4,12/5/13 23:49
150005671,3,5,2,3,5,2,2,4,4,2,4,4,3,2,4,4,5,2,1,5,4,3,1,5,1,5,4,2,1,5,4,3,3,2,3,1,2,5,2,3,4,4,12/6/13 0:39
137007114,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,1,4,3,2,5,4,3,2,3,4,4,1,2,2,3,3,12/6/13 1:03
150007395,3,4,2,5,5,3,3,3,5,4,5,5,5,3,4,5,2,4,1,2,3,5,2,4,4,5,3,3,3,0,4,4,0,3,2,3,3,4,4,3,4,4,12/6/13 1:18
150003865,3,4,3,4,2,2,5,5,5,3,5,3,2,5,5,5,2,1,2,3,3,3,2,4,4,5,4,3,2,3,4,2,3,4,3,3,4,4,4,1,5,5,12/6/13 6:19
150002544,3,2,3,3,4,3,3,4,4,3,3,4,4,2,2,4,4,3,3,4,1,2,3,4,3,2,2,0,4,4,4,3,2,4,4,3,4,3,3,4,3,3,12/6/13 8:04
151002469,4,4,3,3,4,2,2,4,4,3,4,3,3,4,4,4,4,2,2,2,4,4,2,4,3,4,2,4,2,4,4,2,2,4,3,4,3,4,4,2,3,4,12/6/13 9:02
151001032,3,5,5,5,2,1,4,5,2,2,4,5,2,5,5,5,1,3,3,2,2,3,2,5,5,5,4,5,1,5,4,2,3,4,1,4,5,2,5,1,3,5,12/6/13 9:55
153005057,4,4,5,3,3,2,2,4,2,1,4,3,2,5,5,4,3,4,4,2,1,1,3,4,5,4,3,5,2,5,4,2,2,3,1,4,5,4,4,2,4,4,12/6/13 10:17
138005318,2,4,4,4,3,2,2,4,4,3,4,4,4,4,4,4,3,3,4,3,2,3,3,4,4,4,4,4,2,3,4,2,3,3,3,4,3,3,3,3,3,4,12/6/13 10:51
151008402,1,4,3,5,3,2,3,5,5,3,5,4,2,4,4,4,2,1,2,2,4,2,2,4,5,5,4,3,1,3,4,2,1,4,1,4,1,2,4,2,3,5,12/6/13 10:52
152004788,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/6/13 12:29
153005061,1,5,2,4,1,2,2,3,3,3,3,2,2,4,4,4,2,3,4,2,1,4,2,4,3,4,3,2,1,3,4,2,2,5,2,4,2,3,4,1,3,5,12/6/13 12:35
150004091,3,4,2,2,2,2,1,2,2,1,4,3,3,3,4,4,2,1,2,2,2,3,2,4,3,4,2,3,2,4,4,2,2,4,2,3,2,3,3,2,4,4,12/6/13 13:31
152007350,2,3,3,5,3,3,2,3,4,2,5,3,2,4,0,5,4,3,4,3,3,2,2,4,3,5,4,3,1,5,4,2,4,4,1,4,4,2,3,2,4,4,12/6/13 13:36
152002101,2,4,3,5,4,3,2,4,5,2,5,0,1,5,3,3,4,3,5,3,3,4,2,5,4,5,4,4,1,3,4,2,5,4,3,4,5,2,5,3,2,5,12/6/13 13:36
150007773,5,3,3,4,5,5,3,5,4,4,3,1,5,1,4,1,5,3,1,1,5,2,1,5,1,1,1,1,5,1,4,1,1,1,5,1,3,1,3,5,1,1,12/6/13 13:43
153004719,2,4,4,3,2,2,4,4,3,2,4,2,1,4,4,4,2,3,5,2,2,3,0,0,4,4,4,4,1,5,4,2,3,4,1,4,3,2,3,2,3,4,12/6/13 13:50
151002424,2,5,5,4,3,2,3,4,4,3,4,3,3,4,4,4,4,2,3,4,4,3,4,4,5,5,3,5,2,4,4,2,4,4,2,4,4,3,4,3,4,3,12/6/13 13:50
154000316,4,4,4,4,3,4,3,4,2,2,3,4,3,3,2,4,3,3,3,3,3,3,3,2,3,4,3,3,3,2,4,4,3,4,3,3,3,4,4,4,3,3,12/6/13 13:51
150008539,3,4,5,5,4,2,2,3,2,2,4,5,3,4,4,4,3,2,3,2,3,3,2,4,3,4,2,4,3,4,4,1,3,4,1,3,4,3,4,3,3,4,12/6/13 13:58
150007022,3,4,2,3,3,1,5,3,0,0,0,4,2,4,4,5,1,2,4,3,4,3,3,3,4,2,3,2,4,2,2,3,3,5,4,5,3,4,3,5,3,4,12/6/13 15:19
152000628,2,4,4,5,3,2,1,3,2,2,3,4,2,3,2,4,3,1,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/6/13 15:25
150004536,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12/6/13 15:28
152001190,1,2,5,5,4,5,2,4,1,2,5,5,5,5,3,4,1,5,4,3,5,5,3,5,3,3,3,5,1,5,4,1,2,2,2,1,4,4,3,3,4,3,12/6/13 15:29
153000069,3,5,3,3,2,2,2,5,2,1,4,4,4,2,3,5,3,2,3,2,4,3,1,2,3,5,3,5,1,4,4,2,3,4,2,3,2,4,4,3,2,3,12/6/13 15:32
151001113,5,4,4,5,2,3,1,5,3,5,3,4,3,3,4,5,1,1,3,5,5,5,3,5,1,4,2,2,1,3,4,1,3,2,1,1,3,1,5,2,3,3,12/6/13 15:34
150005504,1,5,5,5,4,2,2,3,2,1,5,3,1,5,4,2,1,4,5,1,4,1,1,5,3,5,3,5,1,5,4,2,5,2,1,2,5,2,4,3,2,3,12/6/13 15:54
152008596,4,4,3,4,4,2,3,4,3,2,3,4,3,2,4,4,1,4,4,2,2,3,3,2,2,4,4,4,2,4,4,3,2,3,2,3,2,4,3,3,4,4,12/6/13 16:41
144009918,2,3,2,4,2,3,3,3,3,0,3,2,1,4,3,3,3,2,3,2,2,4,2,2,3,3,2,4,4,2,3,4,3,3,3,3,2,3,3,3,3,3,12/6/13 16:50
150005656,4,4,2,2,2,2,4,3,4,2,4,3,2,4,4,5,4,4,4,2,1,4,2,2,1,4,2,3,2,4,4,2,4,4,4,4,4,4,4,2,2,4,12/6/13 16:53
,2,1,3,3,2,1,2,1,2,2,3,2,1,4,4,5,2,3,2,2,1,3,2,4,4,0,2,4,1,4,4,2,2,5,2,3,3,5,5,1,3,4,12/6/13 16:57
146001315,1,4,4,5,3,1,3,4,5,1,4,4,1,3,2,5,2,1,1,1,2,5,3,5,5,5,2,4,1,5,4,1,4,3,1,1,2,3,4,3,4,2,12/6/13 17:04
153004588,3,4,5,3,3,3,3,4,3,2,3,3,3,4,4,4,3,3,3,2,2,3,2,3,3,4,3,3,3,3,4,2,2,5,3,4,3,3,3,3,3,4,12/6/13 17:13
154005911,3,4,3,5,3,2,2,5,2,2,4,4,1,5,5,3,2,1,3,1,2,3,3,4,5,5,3,4,1,4,4,2,3,3,1,3,4,5,4,1,4,4,12/6/13 17:15
151006007,4,4,2,3,4,3,3,5,4,2,3,4,5,3,4,4,3,4,4,4,4,4,5,3,4,5,5,3,5,4,4,3,3,4,3,4,4,3,0,4,4,3,12/6/13 17:15
150007307,3,4,4,5,2,1,3,4,1,2,5,4,3,3,4,5,1,1,5,2,5,2,2,5,4,5,1,4,1,5,4,2,4,4,1,2,1,4,5,3,1,5,12/6/13 17:17
150004791,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12/6/13 17:25
150005046,3,4,4,5,2,2,1,3,4,3,5,5,3,3,4,4,2,1,3,2,3,3,2,4,3,3,3,4,2,4,4,2,3,3,2,3,4,4,4,2,3,4,12/6/13 17:34
152000591,4,4,3,3,2,4,1,4,3,2,4,3,1,4,4,2,3,4,2,2,2,4,2,3,4,4,3,4,2,4,4,2,2,4,2,3,4,1,4,1,4,4,12/6/13 17:35
150002478,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,12/6/13 18:07
150002819,2,4,3,3,3,2,4,4,2,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/6/13 18:17
151004111,4,4,3,5,3,2,3,5,5,2,5,5,2,5,5,5,5,3,5,2,1,4,2,5,4,5,3,3,1,4,4,1,4,4,5,5,5,3,4,3,4,4,12/6/13 18:36
146008792,1,5,4,5,4,1,1,5,2,1,5,5,4,5,4,5,4,2,5,1,3,4,2,5,4,5,3,5,1,5,4,4,4,4,2,4,2,4,4,3,3,4,12/6/13 19:00
151008334,4,4,3,3,2,2,3,4,1,2,5,1,4,3,4,5,2,2,2,3,3,2,3,3,4,4,3,2,2,4,4,2,4,3,1,2,2,2,3,4,5,3,12/6/13 19:05
152006200,3,4,4,4,2,2,3,4,4,2,4,4,2,4,4,4,2,3,4,2,3,3,2,4,3,4,3,4,2,4,4,3,4,4,2,3,3,3,4,2,4,4,12/6/13 19:36
151000760,2,4,3,5,2,3,3,3,3,2,4,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/6/13 20:07
151001407,5,5,4,5,3,2,5,4,4,2,4,2,1,4,4,4,3,3,3,2,2,2,3,5,4,3,3,5,1,4,4,2,4,4,2,3,5,5,4,1,3,4,12/6/13 20:13
150008684,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12/6/13 20:17
138009582,2,5,5,5,1,1,3,2,5,2,5,2,4,5,5,5,1,3,5,1,2,2,2,4,5,5,2,5,1,5,4,1,2,4,1,2,4,5,5,2,5,5,12/6/13 20:22
151003977,4,3,4,4,5,2,4,3,4,3,4,2,4,2,4,4,4,2,4,4,4,2,4,3,4,2,4,4,2,4,4,1,5,5,4,3,2,4,2,4,3,2,12/6/13 20:26
151005994,4,4,4,4,3,2,2,3,2,1,4,5,2,4,4,3,1,1,4,2,2,4,3,3,3,4,2,4,1,4,4,2,3,3,2,4,4,4,4,2,4,3,12/6/13 20:35
150003657,2,1,3,4,3,2,2,4,3,4,4,2,2,5,4,2,1,1,4,2,4,4,1,3,4,5,1,5,1,3,4,2,2,4,1,3,4,4,4,3,3,3,12/6/13 20:45
150003605,5,4,2,5,3,2,4,5,5,5,5,5,5,2,3,3,5,1,3,4,5,4,2,3,2,5,3,1,4,2,4,4,4,3,4,2,1,4,1,3,3,2,12/6/13 21:03
152008380,4,2,5,4,1,1,3,4,2,1,5,5,1,4,2,5,2,3,4,1,4,2,1,5,5,4,1,2,1,5,4,1,4,4,1,4,5,5,5,3,3,4,12/6/13 22:11
150003655,2,5,2,5,1,1,2,4,1,1,4,2,1,4,5,5,5,5,2,1,2,4,2,1,4,5,4,4,2,4,4,2,2,5,1,4,4,2,4,2,5,4,12/6/13 22:18
152008244,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/6/13 22:32
151005227,2,5,5,5,1,2,2,5,4,1,5,2,1,4,5,5,2,1,5,1,1,1,1,5,5,5,1,5,1,5,4,1,2,3,1,4,4,4,3,1,3,4,12/6/13 22:54
151007479,3,3,4,4,5,4,3,4,5,1,5,5,1,5,3,4,3,3,3,3,3,4,4,4,3,5,3,5,3,4,4,1,2,2,1,4,5,3,3,2,4,4,12/6/13 22:59
144003977,3,4,5,5,3,2,2,4,2,3,5,3,1,3,4,5,1,2,4,2,3,3,2,5,4,5,3,5,1,4,4,1,2,4,1,3,2,4,3,1,3,4,12/7/13 0:28
152009223,2,3,4,4,3,2,3,4,4,2,4,4,2,4,4,4,3,3,3,3,2,4,2,4,4,4,4,4,2,4,4,2,2,4,2,4,4,2,4,2,3,3,12/7/13 11:04
150007633,3,3,2,3,3,3,3,3,3,4,3,2,3,3,3,3,4,2,4,2,3,3,4,2,4,3,4,3,2,4,3,3,3,4,3,5,4,2,2,4,2,4,12/7/13 11:42
147000180,1,3,2,3,1,1,2,2,3,1,3,2,3,4,3,3,1,2,3,1,3,2,3,3,4,5,3,3,1,5,4,3,4,5,2,2,2,4,4,1,3,3,12/7/13 11:43
151003781,1,4,2,3,3,2,2,4,2,1,4,4,4,1,4,3,2,1,4,2,2,3,1,3,1,4,4,3,2,3,4,2,4,3,3,4,4,4,4,2,4,4,12/7/13 11:55
150005595,3,5,3,5,2,2,3,5,1,2,4,5,1,4,4,5,5,5,5,2,2,4,2,4,3,5,5,5,3,5,4,2,4,4,1,4,3,4,3,4,4,5,12/7/13 12:39
153001451,3,4,0,0,3,1,2,4,2,1,4,2,1,4,4,5,2,5,4,2,3,4,4,4,3,4,5,4,3,5,4,3,4,3,5,4,4,3,4,5,5,4,12/7/13 13:10
151008546,4,4,5,5,3,4,4,4,5,3,5,5,3,5,4,5,4,4,4,3,3,4,2,4,4,4,4,5,1,5,4,2,3,3,1,3,3,4,4,3,4,4,12/7/13 13:14
150007622,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,3,3,3,3,1,1,3,3,3,3,3,3,3,12/7/13 13:38
151004402,5,4,2,5,2,4,3,5,1,3,4,3,2,1,4,2,3,4,3,3,3,4,4,4,1,4,3,4,3,3,4,3,4,3,1,3,4,4,4,2,5,3,12/7/13 13:58
152002279,3,5,4,5,1,1,3,5,4,1,5,4,1,5,5,5,4,1,4,2,2,3,2,4,5,5,2,3,2,4,4,2,3,4,1,1,4,2,3,1,3,3,12/7/13 14:32
151003252,3,4,4,3,3,2,3,5,3,4,2,5,2,4,4,4,4,3,2,2,4,2,1,4,2,5,3,2,1,4,4,2,3,4,2,4,4,3,4,3,3,4,12/7/13 14:58
150009586,3,2,1,3,3,3,2,3,3,2,3,4,2,2,3,3,2,2,2,4,2,2,2,4,2,3,2,2,2,4,4,2,3,2,2,3,2,3,4,2,2,3,12/7/13 15:07
150004959,5,5,5,3,3,4,4,5,2,3,4,3,2,5,3,3,5,2,4,5,3,4,5,3,5,3,5,4,3,3,4,3,2,4,5,3,3,5,3,4,3,5,12/7/13 15:20
149009694,3,4,4,4,4,4,4,3,3,3,3,2,3,4,4,4,4,3,3,3,3,3,3,4,4,2,2,2,2,4,4,4,3,4,3,3,3,4,4,3,3,4,12/7/13 16:02
150004466,1,3,3,5,2,3,1,5,2,1,5,3,3,2,4,4,3,1,3,2,2,4,3,4,3,4,2,5,1,5,4,3,4,4,2,5,2,5,4,2,4,3,12/7/13 16:55
150005040,2,2,2,5,4,3,1,4,4,2,5,5,4,1,4,4,2,1,3,3,1,2,3,4,2,4,0,3,2,5,4,2,4,3,2,5,2,5,4,3,3,0,12/7/13 18:30
151003628,4,2,2,4,3,4,3,5,2,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,12/7/13 18:49
150008164,1,5,4,5,3,1,3,4,4,1,5,3,1,5,5,5,1,4,5,1,1,5,1,5,4,5,4,5,1,5,4,1,5,5,1,5,4,5,5,1,5,5,12/7/13 19:39
150009137,5,3,4,3,2,2,3,4,2,1,4,5,3,2,3,5,4,2,5,4,5,4,3,5,3,5,5,2,5,3,4,1,4,3,5,5,3,4,4,2,1,4,12/7/13 20:09
151003766,2,5,5,3,2,1,1,5,3,1,5,2,1,4,5,5,2,2,4,3,2,4,2,5,4,5,4,4,1,5,4,1,2,4,1,4,4,3,5,1,4,4,12/7/13 21:25
151004386,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/7/13 21:43
,1,4,3,4,2,2,4,5,2,1,1,4,1,2,5,4,4,4,1,4,4,4,2,1,5,5,2,1,5,2,4,5,2,2,2,5,1,5,5,2,4,5,12/7/13 21:56
149001979,3,4,4,4,3,2,3,4,4,1,4,4,4,4,4,4,3,3,4,2,2,4,2,4,3,4,3,4,2,4,4,2,2,4,2,3,4,4,4,2,3,4,12/7/13 22:59
145002677,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12/7/13 23:38
152005000,1,4,4,5,3,1,2,1,1,1,5,3,1,4,4,2,4,2,4,1,1,3,1,5,5,4,3,5,1,3,4,1,1,4,2,4,5,3,4,2,4,5,12/7/13 23:56
